ID_PARCEL	Estimation
3011977	16.56
3011863	4.23
3011974	13.00
3011860	21.53
3011970	19.84
3011967	21.42
10017104	5.82
10017155	20.77
2985445	11.15
2985457	6.59
2985456	11.37
2985458	5.87
10017156	20.03
2985432	18.50
2985438	20.55
2985437	10.78
2985442	8.80
2985463	22.61
2985462	6.97
2985427	13.19
3065878	17.76
2985452	18.98
10017163	14.52
2985465	nan
2985444	9.34
2985443	10.49
10017167	12.42
2985433	15.52
2985459	14.58
10017174	11.05
2985466	27.15
10017175	16.76
10017176	14.07
10017177	16.46
2985461	10.53
10017210	18.67
3037383	10.05
10017211	21.16
10017392	9.98
3037461	11.49
10017393	4.32
10017394	12.69
3037462	12.19
10017395	12.66
3037375	13.59
3037373	4.73
3037374	9.65
3037458	9.07
10017396	7.57
10017397	19.60
3037387	6.24
10017398	11.59
3037380	10.82
3037377	23.27
3037379	7.24
3037378	15.10
3037457	11.35
3011875	19.75
3011880	14.89
3011874	17.43
3022909	7.79
3022910	6.67
10017422	9.47
3022920	14.49
3022919	3.47
3022918	5.23
3022921	8.98
3022917	7.11
3022911	17.08
3022912	21.67
3022849	9.54
10017441	20.90
3022915	28.56
3022848	14.91
3022916	12.60
3022846	20.13
3022847	21.55
2994920	19.50
2994923	12.24
2994919	18.24
2994921	14.85
2994995	7.19
2994922	17.76
2994914	8.59
2994915	18.29
2994916	13.16
2994913	20.71
2994917	8.35
3008674	25.93
3054825	7.47
3054830	11.51
3054925	9.29
3054828	8.10
3054923	15.99
3054908	13.77
3058597	10.29
3054823	9.32
3059381	16.66
3054909	13.95
10017828	4.17
10017829	17.08
3054907	2.65
3054911	5.90
3069315	11.23
3054912	14.72
3019522	5.55
3021054	7.63
3021053	7.89
3019523	7.89
3021052	11.70
3021051	9.67
10017906	15.60
3054833	7.17
3054832	10.26
3054918	10.62
3054919	7.43
3021056	0.89
3021055	9.87
3019524	22.11
3014135	2.45
3014133	9.88
3014132	10.57
3014129	12.89
3014130	17.11
3014134	5.79
3014131	10.31
10017908	19.93
10017909	17.08
10017927	10.44
3054914	8.53
10017929	6.53
3054917	7.18
3054824	6.61
3028120	11.11
3028123	22.88
3012488	12.47
3012490	6.25
3012487	11.66
3012489	14.55
3042567	12.72
3042566	10.18
3042565	23.02
3042568	7.90
3042646	17.23
3042647	26.99
3042571	25.45
3042572	17.06
3042645	15.89
3042570	8.64
3011512	14.08
3042643	5.34
3017837	13.08
3016363	15.88
3016352	18.49
10018167	4.66
3017830	18.47
3000810	8.91
3000891	22.53
3000892	9.09
10018201	16.09
3042619	9.48
3042620	7.60
3042608	21.24
3042607	18.46
3042690	9.15
3042614	17.56
3042609	10.48
10018397	15.51
10018398	15.88
10018399	15.16
10018400	12.92
10018401	12.96
2992094	25.99
10018482	23.86
2992095	9.38
10018483	15.26
3042696	8.51
3042695	19.71
3042697	11.58
3042610	9.86
3042704	11.13
10018528	11.79
10018530	18.65
10018531	19.48
3042708	11.66
10018618	9.17
10018619	5.89
10018620	21.34
10018763	14.12
3031390	20.21
10018820	14.25
3016097	19.44
3015918	9.44
3015912	10.99
3015916	12.17
3015915	27.29
3015911	7.73
3016022	28.18
10019347	14.08
3015917	5.74
3016018	10.55
3016019	25.22
3015914	10.31
3016096	7.37
3016098	10.79
3015913	6.48
10019478	7.52
3027520	4.70
3027523	12.55
3027533	7.61
3027529	4.18
3027519	19.47
3027631	16.62
3027536	9.43
3027535	19.64
3027628	11.78
3027627	10.86
3027540	13.79
10019481	10.25
3027543	6.32
3027542	9.43
3027544	18.20
3027537	12.37
10019496	2.62
3027541	5.98
3027539	12.23
3027545	9.91
3027538	9.47
10019591	9.27
3038701	18.24
10019593	17.74
10019594	5.24
3038700	10.41
3038885	10.84
3038886	26.53
3038814	16.17
3038707	13.31
10019885	12.05
10019886	9.66
10019888	6.07
10019889	8.95
10020165	11.03
10020166	12.91
10020167	12.00
10020168	10.54
10020169	12.64
3020059	13.51
10020577	14.78
3032561	12.49
3032563	7.33
3032562	6.52
3032568	8.94
3032567	16.14
2989639	17.50
10020597	7.89
2989651	16.69
2989742	12.50
2989737	7.57
10020598	14.77
2989738	15.81
2989646	4.08
10020599	19.33
2989652	17.78
2989740	6.14
2989734	6.46
2989739	14.40
10020673	12.06
10020674	8.11
2989648	16.93
2985631	22.26
2985636	19.15
2985632	9.57
10020682	11.68
10020683	12.66
10020684	12.10
10020685	16.42
2985647	17.11
10020686	15.10
10020687	14.09
3056018	6.22
3056025	10.97
3056021	12.41
10020688	17.42
10020689	7.72
2989640	12.64
10020692	20.01
10020693	8.93
2989638	24.41
10020694	13.10
2989637	15.39
10020738	28.55
10020739	14.41
10020740	23.11
2985645	16.35
10020746	18.44
10020747	13.79
10020748	18.43
10020749	10.22
10020750	10.33
10020751	10.20
10020752	12.69
10020753	11.48
10020754	6.81
10020755	5.95
10020756	7.82
10020757	8.88
2985633	13.57
10020758	10.13
10020759	13.02
2985643	13.69
10020842	8.22
10020843	9.28
3000770	27.56
3000771	28.05
3000774	24.76
3018397	5.04
3018403	3.12
3018401	3.43
3018395	2.36
3018402	4.12
3018317	3.49
3018396	1.84
3018398	3.38
3018316	3.15
3018315	5.08
3018399	5.45
3018319	7.54
3018318	3.58
3018400	5.02
10020870	11.93
10020871	11.97
10020873	6.95
10021211	16.28
3043334	18.18
10021327	25.63
10021328	20.44
3043232	25.05
3043122	23.17
3043148	26.11
3043131	24.42
3043324	23.79
3043228	23.19
3043332	19.94
10021329	21.12
10021330	15.62
3044624	20.47
3043244	20.67
3043250	23.78
3043330	14.23
3043121	27.12
10021335	19.93
3043246	23.37
3043146	13.09
3043130	23.87
3043127	25.04
3043147	24.23
10021574	21.68
3043134	24.36
10021575	20.84
3043133	19.38
10021576	20.80
3043224	5.19
3044625	23.11
3043141	27.80
3043132	18.13
10021577	20.81
3043227	8.27
3043251	19.25
3043135	26.26
3043236	26.02
3043233	27.16
3044620	18.12
3044629	22.19
10021578	22.28
10021579	26.64
10021580	6.42
10021619	25.15
10021620	22.62
3044619	9.00
10021621	4.31
3044618	7.77
3044614	22.19
3044615	15.97
10021683	15.49
10021684	8.73
10021685	12.49
3043249	10.00
3043123	23.59
3043238	19.58
3043137	22.63
3043231	25.24
3043242	21.09
3043138	18.09
3043230	27.86
3043247	11.03
3043329	19.26
3043331	24.72
3043126	28.61
3043229	17.16
3043240	20.62
3043235	27.82
3043124	18.44
3043225	24.37
3043128	23.27
3043245	8.47
3043333	21.10
3044621	18.80
3044626	18.98
3043239	27.10
10021707	20.68
3043322	25.68
3043323	27.14
3043226	24.62
3043237	25.82
3043321	23.53
3043234	28.28
3043145	24.17
3043143	23.29
10021708	21.04
3044622	22.00
3043144	22.11
3043136	23.71
3043243	19.79
3043142	14.09
3043328	22.90
3043248	26.32
3040217	21.95
3039216	16.64
3039807	10.90
3039225	17.51
3040101	16.64
3039223	23.52
3039330	13.51
3040002	14.72
3040224	12.61
3039329	20.63
3040021	8.76
3039114	6.30
3039517	11.06
3039792	16.21
3011045	16.53
10021873	12.71
3010954	12.81
10021874	12.90
3010947	8.99
3010948	18.37
3011042	11.90
3011044	11.11
10021879	11.82
10021880	8.90
10021881	14.35
2990885	9.99
3050350	12.93
10021954	20.79
3039121	13.60
3039215	8.29
3039022	25.44
3040098	15.86
3040099	13.34
3039623	7.22
3039428	21.61
3040010	17.07
3021283	21.80
3039624	15.13
3038749	12.06
3040111	12.70
3039805	7.59
3039913	17.52
3039723	16.60
3033723	17.32
3033644	14.89
3033724	12.57
3033725	9.96
10022086	8.10
3008108	7.10
10022087	7.14
3008107	8.57
3008105	8.42
3008106	4.11
3006925	7.80
10022118	7.49
3006933	22.61
10022119	8.14
3006930	13.59
10022121	5.71
10022122	11.66
10022155	12.19
3008295	18.65
3008386	7.04
10022156	8.02
3007032	17.90
10022159	8.40
10022160	18.92
10022161	13.69
10022162	19.70
10022163	14.29
10022164	12.69
10022165	17.48
3006943	20.81
3008307	11.95
10022213	19.50
3008408	9.24
3008404	13.27
10022214	15.85
10022215	10.47
3008407	8.54
3008305	18.66
10022216	16.64
3008296	9.50
10022217	14.90
10022218	13.22
10022219	14.99
10022220	6.30
10022222	10.61
10022223	8.10
10022224	13.69
10022262	13.43
10022369	6.62
3008397	11.16
3008302	12.83
10022372	10.12
10022373	10.89
3008385	8.94
3008401	6.24
10022462	14.76
3008306	7.04
10022464	16.01
3008395	14.01
3008403	9.91
10022488	10.49
10022489	17.14
10022490	8.26
10022493	3.84
3008393	14.82
10022517	7.18
10022518	8.98
10022519	11.94
10022520	11.15
3008294	3.80
10022521	13.23
3008383	22.47
10022522	11.07
10022523	16.33
3008301	10.73
3008398	4.52
3008391	8.12
10022524	13.86
10022525	11.13
3008387	12.29
10022526	6.04
10022535	13.87
10022536	5.30
3008382	15.80
3008303	18.12
3008400	8.91
3006926	8.44
10022572	14.67
3008410	8.76
10022573	17.73
10022574	2.80
10022575	7.07
10022576	6.76
10022577	7.52
3008197	5.23
3008198	8.69
3008201	13.93
3008203	11.16
10022578	8.80
10022579	12.09
3006947	17.11
10022580	18.43
10022581	25.11
10022582	17.87
10022583	17.83
10022584	21.17
10022585	15.04
3007034	6.15
10022636	22.14
3006939	21.18
3006931	22.29
10022637	13.52
3006944	9.76
10022638	10.50
10022639	15.84
3008405	6.13
10022640	3.80
10022641	8.99
10022680	2.96
10022681	0.90
10022683	13.36
3002625	10.77
3002632	11.49
3002631	28.28
3002627	18.31
3002628	18.95
3002706	16.73
3002624	16.41
3003238	5.81
3003180	17.92
3003174	14.61
3002622	13.26
3002704	11.50
3003243	6.83
3003240	9.92
3003177	12.05
10022789	19.25
3031823	8.07
3031815	10.89
10022790	10.43
10022819	15.62
3031828	11.80
10022875	5.65
10022876	5.57
10022877	6.58
3003133	17.56
2999324	18.60
2999321	18.76
10022920	4.29
2999316	11.97
3004802	8.72
2999323	16.41
2999317	18.14
2999322	9.26
10022941	15.57
10022956	7.23
10022957	11.72
10022958	19.16
10022959	10.94
10022960	12.58
10022961	5.14
10022968	6.91
10022969	8.55
10022970	7.97
10022971	17.38
10022972	12.77
10023137	24.93
3004807	13.69
3004898	5.79
3004894	11.82
3004970	9.93
3004892	8.83
3004887	3.80
3004973	17.59
3004893	4.41
3004895	13.81
3004803	8.33
3004884	16.86
3004888	9.53
3004800	13.37
3004808	6.36
10023166	13.89
3004883	8.78
3004972	14.16
3004801	8.16
3004809	11.32
3004897	18.15
3004886	7.34
3033727	9.19
3004971	11.25
3004806	4.58
3004969	17.24
3004885	8.55
3004896	9.52
3004974	26.84
3004891	6.07
3004889	14.93
3004890	17.11
3004805	18.52
3021383	9.66
3021387	11.11
3021388	21.42
3021385	9.50
3021386	12.63
3021384	11.95
3021286	6.53
3021290	25.90
3021288	8.94
3021292	25.01
3021291	19.57
3021285	21.89
3021289	16.00
3021287	10.20
3021293	10.79
3021294	11.01
3021295	20.96
3021372	7.59
3021375	12.00
3021298	22.12
3021374	13.11
3021299	16.09
3021373	10.18
3021380	14.57
3021379	8.39
10023413	9.32
3021284	20.29
3021377	5.72
3021376	13.88
3021469	11.97
3021470	11.67
10023627	7.15
10023830	24.97
10023832	20.53
10023833	16.39
10023836	5.15
3068797	8.02
3059588	10.32
10024065	26.00
3068482	5.05
3059258	20.42
10024136	20.04
3064138	15.70
10024270	20.04
10024310	10.39
3059450	18.39
10024352	14.04
3059700	15.57
3055375	12.14
10024370	15.55
3056861	28.59
3061731	23.13
3066599	20.46
2985629	15.38
2985436	13.45
3070306	22.18
3057967	2.68
2989647	17.70
3059254	28.47
3059264	10.86
3062024	10.12
10024616	9.94
3066112	6.79
10024634	28.42
3061099	23.89
3062066	3.93
3062339	4.35
3062977	7.74
3057776	19.41
2985446	15.99
3060746	14.04
3063625	24.60
3067365	21.41
10024852	22.65
10024855	28.02
3070937	6.22
3066406	10.28
10024894	20.09
10024911	19.96
3068138	11.69
3061085	15.55
3068210	5.13
3060134	8.48
3066557	10.80
3059470	20.75
3068819	2.91
10025043	2.40
10025055	19.63
3063408	4.21
3068454	20.66
3061516	11.78
3066584	12.60
3064276	14.87
10025113	13.93
10025121	13.77
10025131	20.81
10025161	21.11
10025165	23.84
3062912	8.30
3068569	6.97
10025253	8.57
3060959	14.32
10025299	22.28
3058844	5.58
10025348	9.73
10025351	20.04
3063763	19.60
3069567	16.35
3068432	25.48
10025390	10.87
3060537	5.31
3067776	9.58
3069241	20.52
3060428	22.55
3058400	9.07
3059243	12.51
3008207	20.53
3057362	18.17
3062538	4.44
10025487	17.60
3069448	20.09
3065245	19.07
10025544	23.61
10025545	15.83
10025547	7.51
10025560	17.24
3066419	10.30
10025578	20.96
3059507	12.47
10025618	6.47
3062902	28.42
3057861	24.22
3064642	17.34
3008204	19.33
3058565	5.87
3070038	4.77
3058662	28.62
3008206	17.10
3064095	23.69
3060514	27.06
10025737	4.59
3060668	19.74
3059309	16.41
3070969	28.60
10025786	13.23
10025824	19.18
3059986	9.31
3061589	21.29
3068089	12.17
3061419	29.97
10025885	9.65
10025888	16.20
3064551	11.55
3066186	18.95
3058241	16.35
3061447	4.31
3057007	14.90
3066279	22.60
3066004	11.66
10026014	27.63
3070551	11.28
3063890	26.95
3070744	8.91
10026079	13.12
10026084	11.36
3070320	24.74
3066043	27.70
3066366	5.66
3058572	15.41
3062262	9.65
3069792	17.72
3069038	19.98
3066506	19.84
10026160	17.01
10026162	15.17
10026168	4.30
3007033	21.47
3059151	21.96
3055656	8.71
10026250	17.91
3060604	12.13
3058509	11.09
3067038	7.56
10026382	20.82
10026384	19.75
3061629	7.29
3059347	21.09
10026403	26.02
3064746	27.96
10026457	14.17
10026473	15.22
10026499	23.57
10026512	28.20
10026564	19.81
3065599	32.04
3059363	4.05
3060556	23.33
3056054	28.54
10026665	24.69
3063557	10.20
3054924	17.18
3067179	3.75
10026699	13.59
10026710	14.29
3057769	3.09
10026756	23.13
3062809	21.27
10026788	9.17
10026806	23.84
3067128	12.58
10026822	9.30
3057195	22.68
3068657	25.46
10026844	14.57
3067306	7.30
3065464	8.04
10026864	26.97
3058136	28.57
3068741	20.18
10026956	19.15
10026959	13.24
10026973	4.76
10026974	21.25
10026977	10.55
3069476	12.71
3070678	4.50
3067747	13.88
10027064	23.50
10027094	15.66
10027096	7.42
10027099	22.86
3058337	11.59
3057564	1.29
3057041	6.33
10027219	6.67
10027232	25.34
3068666	15.41
3062300	17.33
3061159	6.06
3056325	17.53
3057775	3.84
3064106	20.93
3061297	21.73
3064421	6.90
3070207	6.09
10027366	21.24
10027378	20.87
3060219	11.64
10027391	26.04
10027396	12.00
10027404	10.64
10027407	11.30
10027428	14.59
3066018	7.08
10027470	21.44
10027476	10.27
10027487	21.54
3055745	18.29
3061560	21.46
10027572	1.00
10027579	13.78
2985434	20.04
3069972	9.59
10027668	19.87
3068719	21.26
3061566	3.01
10027691	21.85
3061008	6.71
3068707	7.00
3057036	14.01
10027721	19.99
10027740	7.53
3066127	7.80
3069262	7.10
3064039	27.66
10027798	7.69
10027854	7.70
3057759	4.96
3059571	26.26
3020070	15.41
10027939	14.40
10027945	9.63
2989536	23.98
3061528	6.62
10027960	13.91
3063807	18.46
3056701	13.87
3451881	14.42
3451875	6.76
3451880	13.35
3451779	12.38
3451785	7.10
3451795	8.84
3472008	9.44
3471945	9.11
3471949	9.14
3478040	13.20
10115869	12.62
3527859	25.16
3478023	12.72
3546328	21.03
3554020	20.45
3478035	17.91
3537408	12.03
3478029	18.72
3519484	26.78
3524017	24.20
3478034	11.56
3537879	21.96
3557777	11.47
3548832	6.89
3478030	20.68
3504422	17.20
3514692	24.46
3478033	15.49
3478031	10.61
3478112	8.56
10115880	14.02
10115881	8.55
3478123	3.07
3478124	10.76
10115882	7.75
3478120	15.10
3478121	3.99
3478024	16.49
3478117	5.88
3478043	14.43
3478114	7.33
3481875	18.18
3555583	26.83
3478039	7.07
3478041	25.10
3478042	27.75
3478113	9.03
3478045	6.36
10115893	16.88
3478021	4.55
3513870	9.19
3478022	4.70
3478038	13.05
10115894	11.44
3482161	15.01
3482276	9.72
10115955	14.26
3481964	10.04
3482167	17.88
3481960	12.05
10116003	7.42
3481876	14.88
3481877	15.27
3482073	13.43
3464279	12.09
3464286	11.87
10116159	13.58
3541568	27.95
3442594	20.34
10116253	17.34
10116254	13.69
10116255	21.96
10116256	17.15
3463801	19.47
3551928	21.44
3555982	6.51
3498024	25.06
10116505	23.00
3506074	27.77
3466168	24.14
3509810	10.80
3466167	11.75
10116534	25.84
3463883	7.75
3463882	8.52
3439103	9.57
3439104	5.22
10117038	19.58
3490761	11.89
3490762	14.14
3490767	7.62
3490769	10.12
10117153	12.95
10117154	13.31
3523991	24.10
3490771	16.11
3490691	14.39
3490765	18.80
3490768	9.88
10117192	18.71
10117193	9.46
3490763	16.92
10117194	18.18
3490773	15.51
3490774	20.51
3490683	18.52
3490689	13.93
3490690	12.46
3490688	10.59
3490772	14.63
3438190	12.74
3438194	11.33
10117351	12.70
10117352	11.71
10117353	16.75
3438193	7.19
3439176	22.13
3439178	21.76
3439174	12.37
3439181	10.79
3488372	14.54
3501545	21.76
3488362	24.79
3553407	18.73
3556675	20.93
3537335	13.32
3488364	9.03
3488365	17.68
3488370	10.31
3488376	9.35
3532753	19.25
3520446	17.72
3517277	12.81
3548413	15.61
3535144	11.75
3488367	10.35
10117661	8.42
3521663	18.43
3488366	27.87
3488371	23.94
3532287	14.35
3488361	10.08
3553439	16.73
3552335	10.30
3488280	7.09
3553174	19.29
3488358	20.68
3512501	14.20
3488279	20.16
3533391	21.37
3516761	17.91
3506686	26.13
3508550	23.19
3488360	8.99
3467101	15.46
10117672	19.99
10117689	15.75
3467100	6.39
3460769	16.54
3460770	16.24
3460771	21.06
3460780	18.14
3460776	13.74
3460874	15.57
3460778	13.94
