ID_PARCEL	Estimation
3552004	21.54
3460779	27.38
3516115	24.13
3541301	25.28
3460873	14.48
3530449	11.15
3460777	14.16
3527634	10.07
10117740	12.08
10117741	13.86
3460867	12.64
3460875	12.02
10117742	16.13
10117743	21.41
3539484	22.57
3460781	16.72
3460872	19.57
3460772	17.41
3538431	22.98
3460870	20.89
3460775	15.87
3460871	16.67
3460877	17.46
3460878	15.22
3501804	5.90
3460876	22.27
3460774	24.25
3496419	10.33
3464159	8.66
3496553	9.55
3496561	nan
3496560	21.08
3496612	12.72
3496611	1.87
3444953	10.40
3446303	12.36
3446305	14.74
3444964	11.18
3444966	16.37
10118186	9.30
3444949	9.26
10118187	7.09
10118188	12.18
10118189	15.31
3444958	14.32
3446300	15.56
3444956	10.51
10118190	10.89
3446299	21.23
3444963	13.84
10118191	4.91
3444952	17.35
10118192	13.65
3546442	17.94
3444955	9.65
10118200	11.40
3515555	13.16
10118201	8.33
10118202	8.04
10118203	14.72
3444960	18.21
10118204	8.86
3444962	12.38
3444959	5.10
3446302	8.09
10118205	12.79
10118206	9.55
10118207	9.68
3446298	7.76
3445035	9.55
3444971	9.88
3445034	18.43
3556816	0.76
3446297	5.67
3446295	8.82
3446294	9.21
3446296	16.81
3445037	18.70
3445038	13.18
3445036	9.80
3445043	6.61
3550510	19.84
3053368	16.10
10118289	26.36
10118293	23.83
3472687	18.67
3536606	21.52
10119255	16.69
10119256	17.71
3541836	17.02
10119257	19.50
3513113	9.12
3533567	26.74
3547731	27.28
3472704	14.04
3472685	17.66
3511416	23.16
3472705	16.65
10119272	15.54
10119273	14.60
3472686	16.97
10119274	16.65
10119275	22.61
10119276	17.85
10119277	16.55
3447118	14.89
3501341	12.01
3447119	18.43
3439180	15.03
3439179	17.61
3547987	13.46
10119278	10.00
3447122	16.81
3447121	13.61
10119279	13.83
3527762	20.05
10119280	12.35
10119298	12.51
3532882	20.29
3472680	20.90
3472602	21.16
3472678	22.31
3472684	24.12
3472679	21.38
3472681	16.50
3472682	20.37
3472677	20.30
3472683	17.63
3557690	8.93
3472322	6.03
10119348	13.77
3472257	17.59
3472247	11.29
3461569	13.71
3495188	14.29
3495187	15.79
10119975	16.47
10119976	25.12
10119977	12.33
10119978	19.71
10119979	21.22
10119980	13.78
10119981	14.83
10119982	11.24
10119983	22.15
10119984	17.80
10119985	22.93
10119986	23.08
10119987	28.50
3495189	16.66
3495191	16.00
10119988	27.15
3518056	22.68
10120047	11.73
3437670	25.24
3511693	15.72
3543917	22.10
10120049	12.19
3437673	21.21
3524546	17.98
3541651	18.54
3437674	7.00
10120060	20.85
10120061	8.66
3531481	21.30
3546212	14.79
3503776	19.68
3437666	17.92
3441223	3.63
10120389	12.03
10120390	15.95
10120391	14.07
10120392	8.82
10120393	11.12
10120394	9.26
10120395	9.48
10120396	13.57
10120397	11.60
10120398	13.06
10120432	25.80
10120433	19.21
10120434	21.49
10120435	21.85
10120436	12.79
10120437	12.21
10120438	12.46
10120439	13.81
10120440	12.72
10120441	12.93
10120442	13.04
10120443	13.54
10120444	12.73
10120445	15.14
10120446	13.64
10120447	11.00
10120605	13.77
10120606	12.65
10120607	13.56
10120608	15.00
10120654	15.23
10120655	13.85
10120656	13.98
10120657	11.98
10120658	18.37
10120659	7.44
10120660	13.80
10120661	18.11
10120662	16.77
10120663	8.41
10120664	8.35
10120665	6.80
10120666	9.07
10120667	12.24
10120668	11.52
10120669	24.01
10120670	5.94
10120671	18.34
10120675	8.87
10120676	12.13
10120677	6.57
10120678	8.42
10120679	2.37
10120680	4.74
10120681	2.45
10120682	5.91
10120683	4.76
10120684	4.87
10120685	9.46
10120686	20.82
10120687	12.52
10120688	16.06
10120689	16.94
10120690	9.60
10120691	11.44
10120692	20.20
10120693	11.77
10120694	11.28
10120695	10.63
10120696	12.82
10120697	7.66
10120698	23.95
10120699	10.13
10120700	25.60
10120714	7.90
10120715	6.76
10120716	8.07
10120717	6.82
10120718	8.90
10120719	6.16
10120720	9.62
10120721	26.37
10120722	18.81
10120723	15.26
10120724	20.28
10120725	11.13
10120726	11.27
10120727	7.01
10120728	27.50
10120729	12.75
10120730	12.28
10120731	13.55
10120732	11.09
10120733	13.64
10120734	12.42
10120735	4.69
10120759	5.84
10120760	7.34
10120761	9.50
10120762	20.97
10120763	7.91
10120764	16.23
10120765	27.16
10120766	12.27
10120767	18.53
10120768	20.00
10120775	5.40
10120776	12.20
10120777	14.53
10120778	17.77
10120779	20.66
10120780	16.77
10120781	20.71
10120782	12.01
10120783	16.34
10120784	15.83
10120817	9.61
10120818	14.36
10120819	6.91
10120820	8.11
10120821	15.46
10120822	4.89
10120823	21.13
10120824	21.57
10120825	11.02
10120826	20.96
10120827	7.72
10120828	10.36
10120829	24.67
10120830	19.66
10120831	24.01
10120832	20.60
10120833	14.38
10120834	23.61
10120835	11.76
10120836	9.97
10120837	19.01
3448125	9.46
3544869	7.23
3532250	8.03
3447865	15.37
3510159	16.00
3529355	10.15
3448120	9.23
3447610	13.11
3523336	17.82
3535061	7.94
10120911	22.06
10120912	3.13
10120913	7.05
10120914	15.27
10120915	7.61
10120916	6.21
10120917	27.82
10120918	26.85
10120919	14.42
10120947	9.96
10120948	14.35
10120949	9.36
10120950	9.87
10120951	8.26
10120952	12.54
10120956	19.82
10120957	25.02
10120958	9.71
10121291	17.71
3446968	17.08
3499410	14.05
3481341	16.66
3481342	16.92
3483728	9.86
3439698	17.64
10121300	19.46
10121301	18.55
3481340	14.71
3509973	14.02
3483727	9.20
3557660	21.69
3483729	15.47
3529480	19.49
10121302	12.01
3483734	14.77
10121303	11.40
3527553	21.43
3483736	7.26
3532536	12.91
3537079	22.59
3483735	6.94
3491903	15.77
3446886	20.01
3446708	15.58
3491901	10.25
10121307	12.48
10121308	20.76
3505945	16.68
10121310	16.15
3483730	9.46
3483731	15.85
10121318	8.06
10121319	19.13
10121323	20.51
10121324	18.44
3533940	24.67
3555282	19.64
10121325	26.43
10121326	16.11
10121327	15.45
10121328	26.49
3491894	9.50
10121329	20.66
10121330	12.71
3473998	19.44
10121332	28.32
10121345	23.47
3491918	25.95
3446962	18.43
3464052	16.61
3464060	7.30
3464054	10.97
3464057	17.64
3464056	15.35
3545116	28.05
3446882	12.90
3446975	12.51
3447054	11.67
3523114	12.29
3492002	16.39
3447150	16.67
3447194	16.67
10121364	17.69
10121365	11.34
10121367	11.46
10121368	12.24
3447052	10.67
3446315	8.99
3447124	11.65
3446319	15.81
10121397	13.94
3446313	13.39
3447188	19.65
3513659	20.93
3447181	17.46
3447183	6.85
3447184	11.05
3447182	5.71
3512100	6.65
3447109	20.94
3446971	16.76
10121413	16.55
10121414	8.66
3492890	10.53
3527659	15.10
3447126	10.37
3447125	15.04
3505230	7.06
3446317	17.88
10121417	15.17
3533241	19.88
3502698	25.91
3447113	19.39
3447114	16.91
3521211	21.74
10121420	10.85
3447199	18.00
10121429	28.40
10121430	15.08
3535388	20.48
10121431	15.95
3446307	9.48
3447191	24.22
10121432	22.27
3446321	13.03
3457051	20.51
10121433	21.95
10121434	17.87
10121435	24.70
3447123	15.69
3447534	19.68
10121436	21.50
10121437	20.86
3447192	19.72
3550788	11.68
3447185	9.61
10121446	8.95
3446316	18.80
3505223	26.40
10121447	11.16
3447193	10.43
3457045	19.74
3457047	10.21
3457046	8.56
3457048	10.71
3457052	21.88
10121448	21.86
10121449	16.08
3457049	11.97
10121450	26.69
10121451	21.91
10121452	24.75
10121468	14.59
10121469	6.56
3453029	23.36
3453030	20.84
3486909	13.06
3464481	16.53
3464480	18.26
3464402	16.45
3464400	19.68
3464483	11.15
3464482	7.11
3464401	11.31
3446884	19.32
3505463	12.22
3545795	11.31
10121489	7.33
3532689	12.98
3446800	9.49
3493176	23.05
3493180	9.48
3446973	7.39
10121517	13.68
3491805	18.75
3447208	10.17
3491916	9.76
3523919	23.36
3534760	19.09
10121577	8.07
10121578	12.38
10121581	5.78
3447227	9.78
3475334	10.86
10121585	8.72
3483732	13.12
3527448	19.84
3512277	15.30
3483240	20.03
3483044	16.63
3483244	14.99
3483026	9.26
3467528	16.93
3467527	16.07
10121749	22.57
10121750	19.80
3554819	22.61
3483025	10.22
3501859	17.92
3483030	20.66
3483028	16.21
3549127	19.03
3483031	17.08
10121773	8.88
10121774	10.16
10121775	12.28
10121776	13.10
10121777	9.40
10121778	10.15
10121779	12.02
10121780	12.68
10121781	14.87
10121908	12.97
10121909	10.41
3540314	21.96
3478050	8.46
3478052	10.45
3478051	13.16
3499924	20.50
3499817	19.36
3478048	9.14
3437127	16.82
10122021	20.45
10122022	20.18
10122023	26.88
10122025	22.18
10122026	14.89
10122027	14.30
3437053	11.52
10122028	1.99
3437050	27.83
10122030	18.01
3437130	12.21
3537349	26.00
3545256	18.14
10122031	23.91
3437126	5.77
10122069	9.74
10122070	4.48
3502197	12.58
10122071	15.88
10122072	15.72
3498291	20.15
10122073	23.47
10122074	24.23
10122075	17.44
10122076	21.99
3437046	13.58
10122077	23.81
10122078	23.32
10122079	22.24
10122080	15.82
3437049	21.99
3437129	18.68
10122081	10.97
3513217	4.15
3521206	25.14
3541430	13.49
3517659	8.19
3534192	21.56
3547068	16.21
10122118	19.77
3529008	23.70
3503980	20.77
3498578	3.26
3499375	10.08
3528663	14.88
10122134	18.32
10122136	16.18
10122137	13.61
10122138	27.15
10122139	17.53
10122142	23.80
10122143	17.21
3491788	15.12
10122157	12.07
10122162	23.01
10122163	20.90
10122164	16.71
3504729	20.10
10122165	6.88
10122169	15.52
10122170	22.82
3467524	13.92
3467525	15.64
10122268	16.06
3442839	16.52
3519713	19.50
3442845	10.72
3434345	13.69
3434348	14.76
3434346	14.36
3445187	17.78
10122333	14.30
3451878	10.44
3434990	20.69
3434992	13.22
3528475	27.17
3536303	27.32
3505619	17.17
3514139	19.35
3439908	9.70
10123112	21.23
10123113	15.33
3485393	27.40
3481344	9.72
3481343	15.13
3481345	18.15
3496043	22.29
10123396	15.38
10123397	13.22
3496098	21.09
3528932	9.80
10123400	7.21
10123401	9.86
3496104	8.22
3496042	10.78
3496103	9.16
3496102	8.77
10123577	12.54
10123578	9.79
3496046	14.50
3496106	10.37
3496110	16.92
3496111	10.61
10123760	22.74
3501843	18.99
3522034	21.90
3540813	14.68
10123761	11.59
3515924	26.78
3536079	18.81
3440100	27.30
10123762	15.14
3440095	16.35
10123763	18.10
10123764	17.03
10123765	19.11
10123766	25.64
10123767	13.28
3545209	9.43
10123768	18.90
10123769	19.23
3504573	7.02
10123770	18.37
3441562	18.54
10123771	19.53
3440103	12.05
10123772	12.26
10123780	16.08
10123781	20.36
10123782	23.41
10123783	19.71
10123784	14.24
10123785	15.30
10123786	18.64
10123787	8.19
10123788	7.79
10123789	20.93
3440196	6.55
3514163	13.70
3440189	21.68
3440190	19.44
3440277	13.94
10123790	25.89
10123791	20.61
10123792	18.86
10123793	9.55
10123794	17.31
10123805	19.18
3440200	15.72
3440188	19.82
3440186	21.45
10123806	15.83
10123807	25.89
10123808	23.57
10123809	10.74
10123810	20.83
10123811	8.52
10123812	21.11
10123813	19.22
10123814	20.49
10123815	19.41
10123816	16.41
10123817	7.60
10123818	18.21
10123819	10.30
10123820	8.79
10123821	19.45
10123822	6.89
10123823	8.87
10123824	18.87
10123825	25.27
10123842	12.00
10123843	13.73
10123844	26.20
10123845	20.90
10123846	22.53
10123847	15.24
10123848	13.08
10123849	22.13
10123850	11.53
10123851	9.32
10123852	11.56
10123853	9.78
10123854	2.37
10123855	6.59
10123856	5.56
10123857	19.37
10123858	20.28
10123859	13.10
10123860	8.06
10123861	12.42
10123862	8.91
10123863	18.17
10123864	20.38
10123894	9.85
10123895	17.33
10123896	10.79
10123897	8.67
3440104	4.48
10123898	19.19
10123899	13.14
10123900	26.24
10123901	12.78
3526519	13.96
3509630	5.87
3556669	14.36
3523896	25.26
3500415	22.77
3536923	9.33
3511875	23.01
3522850	7.20
3536006	10.50
3492107	12.80
10124191	8.68
3509398	8.38
10124195	23.93
3492123	2.81
3478578	7.04
10124259	15.73
10124260	18.76
10124261	18.36
3474993	20.79
10124631	21.26
10124633	24.09
10124635	14.81
3474999	21.77
3474998	19.65
10124639	26.05
3475000	24.62
3474996	23.05
3474988	21.16
10124640	11.72
3474991	22.02
3474985	10.19
10124647	12.03
10124648	24.85
3497562	24.29
3470590	19.98
3498098	27.96
3497508	9.49
3497652	11.11
3497582	10.44
3497501	6.61
3497506	16.06
3497572	17.31
3497576	12.22
3445748	24.88
3445670	23.27
3445755	10.15
3445759	17.71
3445757	21.07
3445758	24.30
10124944	27.52
3445669	25.84
10124945	21.45
3445753	24.05
3445751	19.03
10124946	9.06
10125369	8.90
10125371	7.83
3458298	22.52
3434329	15.39
10125422	11.43
3509259	9.40
10125423	13.00
3512768	11.18
3492639	17.50
3555070	21.61
3542827	12.42
3528916	10.78
3492711	12.63
3508128	18.77
3554258	24.14
3492707	27.74
3519320	20.57
3511612	31.70
10125499	8.17
10125500	5.61
10125501	17.56
10125502	17.07
10125503	15.38
3492794	13.29
3498567	16.66
3554017	13.39
3540342	11.55
3492637	12.19
10125528	12.21
10125529	13.89
10125534	16.88
10125535	22.83
10125536	21.83
10125537	22.14
3492710	18.47
3492723	14.88
3437351	16.47
3437352	14.69
3437353	12.37
3437355	21.09
3484197	23.35
3484183	21.76
10125679	15.50
3484187	16.68
3484185	18.93
10125680	22.86
3484192	26.89
3484193	21.96
3530466	14.95
3552177	21.15
3545201	6.52
3526537	24.81
3484189	19.03
3484200	17.65
3484196	20.09
3484201	19.54
3484181	17.22
3484202	15.37
10125710	21.11
10125711	9.50
10125712	19.73
3446066	17.10
3446067	13.79
10126176	15.24
10126177	17.54
3446072	21.29
3546319	16.62
3446071	17.00
3446070	21.76
3446063	24.11
3499927	19.85
3515071	23.42
3446059	17.07
3446054	20.42
3446062	15.01
10126181	24.11
10126182	28.23
3446052	24.97
3444185	26.65
3446061	19.69
3446060	19.84
10126183	18.67
3446053	25.23
10126184	28.43
10126185	14.72
3446055	21.79
3446056	17.59
10126186	23.81
3530110	20.38
3446057	18.21
10126187	10.79
10126188	19.94
10126189	18.83
10126190	23.10
10126191	17.08
10126192	20.19
10126193	23.68
10126194	10.61
10126195	18.88
3556526	12.68
3535596	12.82
3484430	24.00
3482805	9.34
3482806	8.51
3482804	11.19
3443552	24.52
3443551	20.93
2985635	10.54
10126686	13.97
10126687	8.01
3438353	28.63
10127040	7.23
10127041	14.84
3438352	11.33
3438351	26.19
3438271	19.96
3516257	17.95
3531882	16.15
3498425	27.64
3552376	19.68
3546545	24.28
10127066	6.79
10127067	18.80
3438273	11.41
10127090	24.03
3438349	11.10
3522672	nan
3505389	5.59
3472853	7.34
3456961	13.43
10127193	19.59
3542793	25.50
3492885	19.01
3492993	19.09
3501235	27.85
3492891	18.70
3492998	21.35
3507693	25.94
3539880	24.37
3492889	18.89
3555347	20.25
3492895	19.50
3448613	15.97
10127301	18.48
3492903	20.64
3448618	20.64
3513784	25.96
3492983	18.86
3491803	21.36
3448612	18.89
3492980	21.87
10127305	19.49
3448615	18.89
3492904	13.50
3492901	23.62
3446718	21.22
10127311	20.73
10127313	8.90
3552229	23.17
3468237	9.79
3469694	11.65
3475339	20.54
10127348	18.69
10127352	11.37
10127365	14.72
3541481	24.93
3515417	18.56
3552316	24.86
3502919	20.75
3497348	15.57
3497347	25.66
3497346	9.66
3497349	17.50
3496136	14.58
3496137	20.46
3487380	24.86
3487382	19.61
3487381	19.62
3487378	7.00
3520145	22.72
3543391	16.70
3504518	8.05
3531467	19.00
3541820	18.92
3542741	24.84
3548637	22.00
3517538	20.69
10128099	16.10
10128100	14.47
10128101	10.18
3541006	19.87
3532286	23.13
3556613	11.59
3500745	19.89
3549793	20.96
10128113	20.81
10128114	20.71
10128115	13.54
10128116	15.74
3513989	28.30
3517949	18.00
3552016	13.68
3498509	11.78
3438399	19.68
3506295	20.28
10128499	17.24
3508939	28.09
3438401	19.62
10128500	21.04
3438810	15.11
3471890	6.84
3497744	20.40
3497694	19.03
3497811	16.56
3476488	13.43
3476487	1.33
3493901	6.47
3493903	1.43
3493906	14.53
3493907	12.41
3493902	1.42
3493905	15.51
3493904	4.61
3444209	17.57
3444132	18.80
3444131	18.97
3434575	7.62
3434572	17.42
3434574	13.10
3434573	20.64
3448063	8.54
3448062	11.69
3448066	14.84
3448067	7.96
3448068	14.89
3448064	19.12
10131078	15.01
10131079	16.20
3439388	20.35
10132432	20.23
10132433	18.48
3442413	16.71
3442412	19.04
3442503	15.39
10132435	21.30
10132451	20.16
10132452	20.03
10132453	17.70
3442505	18.04
10132476	14.96
10132477	15.46
10132478	12.39
10132479	14.64
10132480	19.48
10132481	20.17
10132500	13.99
3508171	27.35
3496411	20.68
3496412	16.86
3496418	10.65
10132567	20.74
3496413	10.55
3496414	21.08
10132568	15.37
3496416	18.43
10132569	15.48
3446748	16.15
3454140	19.74
3454141	14.62
3496009	14.52
3496006	26.17
3496008	8.77
3496005	21.40
3496003	9.15
3496004	13.11
3496007	27.84
3454150	5.69
3454084	6.42
10132843	17.90
3454144	18.60
10132844	17.78
3454086	18.17
3454145	1.32
3454200	19.35
10132845	13.73
10132846	24.50
3454143	26.77
3454149	1.84
3454142	23.86
3454147	18.12
3454148	9.35
3454085	22.84
3454139	18.65
3496016	14.46
3496015	19.11
3496012	7.90
3496011	22.15
3496013	7.93
3486198	14.29
3474607	24.73
3474681	26.90
3474618	9.49
3474622	14.73
3474609	18.17
3474682	21.57
3478119	7.13
10132964	11.39
3474608	10.90
3474697	5.73
3474759	5.86
3474760	16.53
3474611	17.76
3474762	16.38
3474615	5.62
3474680	4.14
3474679	14.88
3474606	7.91
3474763	23.33
3474617	12.38
3474605	7.01
3474604	10.93
3474620	15.64
3474621	4.94
3474761	17.07
10133391	20.15
10133392	9.14
10133393	10.79
3537092	16.24
3554236	10.97
3443720	19.15
10133881	23.27
3504967	9.09
10133883	14.17
3465956	17.70
3465954	16.59
3465955	18.04
10134150	18.47
10134168	15.05
3465876	4.48
3538169	12.02
10134270	19.70
10134271	21.03
10134272	21.89
3453578	21.01
10134442	27.03
10134444	13.80
3453445	20.32
10134463	8.02
10134464	14.63
3478770	9.84
3523025	8.40
3450428	7.19
3450429	8.57
3450427	8.29
10135238	8.14
3436324	10.22
3467473	12.55
3467475	28.37
3467474	12.59
3467476	25.23
3467472	14.13
10136504	7.54
10136505	7.00
3513246	2.68
10136847	18.96
3459365	17.42
3459361	10.78
3459364	14.03
3435417	25.36
3435419	11.41
3507726	17.24
10136970	21.04
10136971	12.06
3435421	11.39
3535330	21.04
3435416	18.16
3435423	15.92
3435428	22.08
3435427	20.24
3435425	16.98
3465942	11.87
10137208	19.61
10137210	21.27
10137211	14.63
3530853	26.07
3500372	17.58
3436412	13.60
3543517	23.08
10137213	16.10
10137214	9.18
10137215	23.92
10137216	19.61
3436408	11.57
10137219	19.82
10137220	15.00
3522650	27.06
10137221	19.00
10137223	20.22
10137224	13.96
10137226	13.44
3465941	9.52
3465943	16.16
10137247	23.91
10137257	25.34
10137258	10.10
10137260	17.67
10137262	14.58
10137263	21.61
10137264	20.43
3524022	22.64
10137265	22.03
10137267	19.92
3547656	12.18
3539317	12.82
3449627	20.17
3449622	22.96
3449615	16.83
10137495	16.38
3449623	18.63
3449541	16.83
3449617	22.18
3449534	7.66
3449540	14.55
3449538	15.04
3449539	17.30
3449537	17.61
3449624	14.20
3449630	6.30
3449536	15.50
3449629	3.64
3449633	17.33
10137557	23.65
3476451	17.93
3476453	16.85
3476447	18.21
3445569	12.26
3469845	8.85
3469846	13.51
10138450	8.63
10138451	7.59
10138453	11.39
10138458	18.66
3453205	6.36
3453202	15.26
3453203	8.75
3453201	8.16
10138721	23.87
10138744	21.69
10138745	20.89
10138746	10.50
10138747	16.02
10138748	23.93
10138755	16.17
10138756	14.36
3472017	13.38
10138759	19.60
3472029	15.46
10138760	16.49
10138778	20.76
10138779	25.50
3517446	10.08
3445584	16.90
10138780	19.94
3445662	15.01
10138781	24.57
3491829	19.06
10138985	14.90
3451877	11.87
3451788	19.06
10138986	23.29
3476613	9.21
3440545	20.88
10139030	12.11
3475940	15.17
3475949	17.60
10139083	14.35
3460339	21.17
3460340	15.08
3449531	17.40
10140324	9.74
10140902	18.02
10140903	7.78
10140904	16.02
10140905	19.93
10140929	26.30
10141025	18.20
3535911	16.56
10141633	23.37
6619337	13.04
6742678	16.52
6619333	18.09
6619332	15.88
6619335	14.17
