ID_PARCEL	Estimation
1	17.38
2	8.71
3	13.17
4	21.68
5	13.21
6	23.43
7	14.58
8	18.52
9	13.23
10	18.98
11	8.67
12	20.35
13	24.99
14	nan
15	15.96
16	20.36
17	26.41
18	19.68
19	20.93
20	16.39
21	16.93
22	23.83
23	15.09
24	18.43
25	17.26
26	19.63
27	20.99
28	19.57
29	16.04
30	14.59
31	13.99
32	18.97
33	14.03
34	19.19
35	15.54
36	23.40
37	12.03
38	15.13
39	17.60
40	17.41
41	22.32
42	23.51
43	17.62
44	21.42
45	19.53
46	23.67
47	8.55
48	15.54
49	8.71
