label,VV_mean.2,Inc_mean.2,NDVI_median.2
142,0.0575,32.5865,25.1906
691,0.0898,32.5865,33.6387
1438,0.0952,32.5865,37.400799999999904
725,0.0515,32.5865,24.2744
336,0.0698,32.5865,30.1142
1858,0.0567,32.5865,26.2026
3319,0.0782,32.5865,34.4632999999999
5400,0.0829,32.5865,32.5097
4973,0.0842,32.5865,27.5764999999999
3668,0.0608,32.5865,23.1048
4778,0.0587,32.5865,22.4304999999999
3683,0.0817,32.5865,27.0847
5062,0.0577,32.5865,22.2317
7418,0.0645,32.5865,29.2803
2980,0.0458,32.5865,21.8008999999999
7006,0.0604,32.5865,22.0966999999999
6359,0.0529,32.5865,27.2115
6118,0.0762,32.5865,30.3031
7274,0.0951,32.5865,35.5972999999999
9219,0.0626,32.5865,24.4989999999999
6836,0.0611,32.5865,25.0799999999999
6877,0.116,32.5865,40.395699999999906
6985,0.0492,32.5865,21.7094999999999
6094,0.0566,32.5865,21.6176999999999
5603,0.066,32.5865,30.8138
8268,0.0776,32.5865,28.0823
8766,0.0815,32.5865,34.7533
8996,0.0515,32.5865,23.3108
7563,0.0518,32.5865,20.3653
9052,0.0672,32.5865,24.6746
8927,0.0521,32.5865,26.3506
8713,0.0603,32.5865,24.5732
9961,0.0537,32.5865,23.1052
10023,0.0765,32.5865,29.1128
11142,0.0497,32.5865,22.1615
8940,0.0425,32.5865,21.6267999999999
9315,0.0555,32.5865,24.6767
9287,0.0556,32.5865,22.0803
9733,0.0616,32.5865,24.623
11215,0.0724,32.5865,27.3369
11651,0.1344,32.5865,26.8137
12264,0.0734,32.5865,26.4422
11359,0.0491,32.5865,24.4119999999999
12657,0.0563,32.5865,23.5749
8972,0.0587,32.5865,27.8222999999999
11578,0.0488,32.5865,21.608
11056,0.0535,32.5865,22.3042
13435,0.0453,32.5865,18.928599999999896
11970,0.0563,32.5865,22.4742
12463,0.0554,32.5865,21.748
15598,0.0403,32.5865,18.8005
13984,0.0423,32.5865,18.5804
14600,0.059,32.5865,23.5798999999999
14398,0.0635,32.5865,22.9622999999999
14510,0.0674,32.5865,22.7948999999999
13956,0.0512,32.5865,20.9833
13470,0.0535,32.5865,20.8276
16123,0.0712,32.5865,24.8815999999999
14364,0.046,32.5865,19.105399999999896
15258,0.0418,32.5865,19.036899999999896
18653,0.0599,32.5865,24.0385999999999
17449,0.068,32.5865,20.6474
16930,0.0448,32.5865,18.707699999999896
18446,0.0532,32.5865,21.9486999999999
18042,0.0352,32.5865,17.622199999999896
16346,0.0403,32.5865,17.1755999999999
18179,0.0498,32.5865,20.4819
16140,0.0494,32.5863999999999,19.448399999999896
19191,0.0756,32.5865,20.8856
20268,0.0542,32.5865,18.951499999999896
19586,0.0452,32.5865,21.213799999999896
19694,0.0566,32.5865,22.5798999999999
20669,0.0433,32.5865,20.073499999999896
20534,0.0565,32.5865,20.3031
18269,0.061,32.5865,20.359
18780,0.0403,32.5865,17.0928
22162,0.0436,32.5865,18.2034999999999
22571,0.0789,32.5865,25.7341
22552,0.0509,32.5865,20.9462
19560,0.0656,32.5865,23.0939
19790,0.0693,32.5865,22.9953
23715,0.1,32.5865,37.991399999999906
23346,0.0633,32.5865,20.5037999999999
24074,0.071,32.5865,32.0718
24244,0.0682,32.5865,19.3695999999999
26307,0.0501,32.5865,20.8794
25012,0.0625,32.5865,25.1724
27465,0.064,32.5865,24.4252
28571,0.0696,32.5865,21.2356
