label,VV_mean.5,Inc_mean.5,NDVI_median.5
142,0.153,32.5859999999999,59.00529999999989
691,0.1856,32.5859999999999,60.2766
1438,0.1813,32.5861,67.1311
725,0.1506,32.5859999999999,63.2417999999999
336,0.1642,32.5859999999999,54.4553
1858,0.1575,32.5859999999999,66.4282999999999
3319,0.1579,32.5859999999999,54.42739999999989
5400,0.1366,32.5859999999999,48.5615
4973,0.1686,32.5859999999999,70.5872999999999
3668,0.1635,32.5859999999999,63.20949999999989
4778,0.1511,32.5859999999999,65.3422
3683,0.1837,32.5859999999999,58.8626999999999
5062,0.1594,32.5859999999999,64.8212999999999
7418,0.1408,32.5861,57.9234
2980,0.1318,32.5859999999999,66.1387
7006,0.1431,32.5859999999999,52.3194999999999
6359,0.1359,32.5859999999999,56.9731
6118,0.1619,32.5861,65.9645
7274,0.1789,32.5859999999999,69.1427999999999
9219,0.1336,32.5859999999999,59.83129999999989
6836,0.1515,32.5859999999999,70.3498
6877,0.1712,32.5861,64.8657
6985,0.1425,32.5859999999999,36.802799999999905
6094,0.1429,32.5861,67.8613
5603,0.1518,32.5859999999999,61.25809999999989
8268,0.1773,32.5859999999999,71.3507
8766,0.1533,32.5859999999999,66.7804
8996,0.1406,32.5859999999999,47.6049
7563,0.1462,32.5859999999999,36.08109999999991
9052,0.1498,32.5859999999999,49.0534
8927,0.1303,32.5859999999999,68.9452
8713,0.1474,32.5859999999999,55.9474
9961,0.1545,32.5859999999999,69.0448999999999
10023,0.1756,32.5859999999999,67.9227
11142,0.1357,32.5859999999999,71.26609999999991
8940,0.1398,32.5859999999999,58.3523
9315,0.1411,32.5859999999999,54.386
9287,0.1486,32.5859999999999,67.1106
9733,0.2135,32.5859999999999,42.3038
11215,0.1567,32.5861,59.2552
11651,0.2407,32.5859999999999,68.932
12264,0.1404,32.5859999999999,74.43779999999991
11359,0.1429,32.5859999999999,68.444
12657,0.1408,32.5859999999999,72.2039
8972,0.1818,32.5859999999999,57.1004999999999
11578,0.1482,32.5859999999999,58.7297
11056,0.2051,32.5859999999999,43.6073
13435,0.1613,32.5861,48.2295
11970,0.1552,32.5859999999999,58.0396
12463,0.1416,32.5859999999999,70.1809999999999
15598,0.1371,32.5859999999999,44.754399999999904
13984,0.1666,32.5859999999999,48.18789999999989
14600,0.1465,32.5859999999999,51.0846999999999
14398,0.151,32.5859999999999,54.2969999999999
14510,0.1238,32.5859999999999,71.414
13956,0.1251,32.5859999999999,71.6389
13470,0.1307,32.5859999999999,51.7379
16123,0.1597,32.5859999999999,69.0935
14364,0.137,32.5859999999999,48.0805
15258,0.142,32.5859999999999,46.094
18653,0.2202,32.5861,59.3354
17449,0.1837,32.5859999999999,51.5465999999999
16930,0.1097,32.5859999999999,24.7712
18446,0.1469,32.5859999999999,57.77499999999989
18042,0.0976,32.5859999999999,20.4965
16346,0.137,32.5859999999999,30.5696
18179,0.1448,32.5859999999999,56.1903
16140,0.1434,32.5859999999999,36.854599999999905
19191,0.1788,32.5859999999999,58.75079999999989
20268,0.138,32.5859999999999,33.7496
19586,0.1246,32.5859999999999,39.290799999999905
19694,0.1405,32.5859999999999,47.77669999999989
20669,0.1603,32.5859999999999,46.4512
20534,0.1256,32.5859999999999,60.4422
18269,0.152,32.5859999999999,50.5383
18780,0.141,32.5859999999999,28.6743999999999
22162,0.1744,32.5859999999999,46.6501999999999
22571,0.1587,32.5859999999999,62.5871
22552,0.1798,32.5859999999999,51.7901
19560,0.1623,32.5859999999999,54.4752
19790,0.1593,32.5859999999999,57.60569999999989
23715,0.1771,32.5859999999999,66.209
23346,0.1795,32.5859999999999,50.7025999999999
24074,0.1573,32.5859999999999,60.2387999999999
24244,0.1655,32.5859999999999,52.17739999999989
26307,0.1281,32.5859999999999,54.9801
25012,0.1813,32.5861,51.319
27465,0.1205,32.5859999999999,55.0392
28571,0.1488,32.5861,49.1871999999999
