,label,nbPixels,meanB0,varB0,mean__012019,valid_012019,std___012019,nan___012019,NDVI_012019,mean__022019,valid_022019,std___022019,nan___022019,NDVI_022019,mean__032019,valid_032019,std___032019,nan___032019,NDVI_032019,mean__042019,valid_042019,std___042019,nan___042019,NDVI_042019,valid_052019,nan___052019,mean__052019,std___052019,NDVI_052019,mean__062019,valid_062019,std___062019,nan___062019,NDVI_062019,valid_072019,nan___072019,mean__072019,std___072019,NDVI_072019,valid_082019,nan___082019,mean__082019,std___082019,NDVI_082019,mean__092019,valid_092019,std___092019,nan___092019,NDVI_092019,mean__102019,valid_102019,std___102019,nan___102019,NDVI_102019,mean__112019,valid_112019,std___112019,nan___112019,NDVI_112019,mean__122019,valid_122019,std___122019,nan___122019,NDVI_122019,mean__012020,valid_012020,std___012020,nan___012020,NDVI_012020,mean__022020,valid_022020,std___022020,nan___022020,NDVI_022020,mean__032020,valid_032020,std___032020,nan___032020,NDVI_032020,mean__042020,valid_042020,std___042020,nan___042020,NDVI_042020,mean__052020,valid_052020,std___052020,nan___052020,NDVI_052020,mean__062020,valid_062020,std___062020,nan___062020,NDVI_062020,mean__072020,valid_072020,std___072020,nan___072020,NDVI_072020,mean__082020,valid_082020,std___082020,nan___082020,NDVI_082020,mean__092020,valid_092020,std___092020,nan___092020,NDVI_092020,mean__102020,valid_102020,std___102020,nan___102020,NDVI_102020,mean__112020,valid_112020,std___112020,nan___112020,NDVI_112020,mean__122020,valid_122020,std___122020,nan___122020,NDVI_122020,mean__012021,valid_012021,std___012021,nan___012021,NDVI_012021,mean__022021,valid_022021,std___022021,nan___022021,NDVI_022021,mean__032021,valid_032021,std___032021,nan___032021,NDVI_032021,mean__042021,valid_042021,std___042021,nan___042021,NDVI_042021,mean__052021,valid_052021,std___052021,nan___052021,NDVI_052021,mean__062021,valid_062021,std___062021,nan___062021,NDVI_062021,mean__072021,valid_072021,std___072021,nan___072021,NDVI_072021,mean__082021,valid_082021,std___082021,nan___082021,NDVI_082021,mean__092021,valid_092021,std___092021,nan___092021,NDVI_092021,mean__102021,valid_102021,std___102021,nan___102021,NDVI_102021,mean__112021,valid_112021,std___112021,nan___112021,NDVI_112021,mean__122021,valid_122021,std___122021,nan___122021,NDVI_122021,mean__012022,valid_012022,std___012022,nan___012022,NDVI_012022,mean__022022,valid_022022,std___022022,nan___022022,NDVI_022022,mean__032022,valid_032022,std___032022,nan___032022,NDVI_032022
10,4778,158,0.272913962602615,0.000890312658157,0.2395,158,0.0247,0,23.954,0.2464,158,0.0336,0,24.6365,0.2243,158,0.0227,0,22.4305,0.3351,158,0.0497,0,33.5101,0,158,,,,0.6534,158,0.0819,0,65.3422,0,158,,,,85,73,0.3247,0.0617,32.4678,0.674,158,0.0546,0,67.3999,0.5501,146,0.0521,12,55.0072,0.6352,158,0.0393,0,63.5205,0.4813,158,0.044,0,48.1262,0.2516,158,0.0282,0,25.159,0.1859,158,0.0187,0,18.5853,0.2225,158,0.0405,0,22.2464,0.3708,158,0.0442,0,37.0801,0.2943,158,0.04,0,29.4316,0.5751,158,0.0594,0,57.5136,0.3477,152,0.0838,6,34.7659,0.3361,106,0.0603,52,33.607,0.4544,105,0.0764,53,45.4445,0.6472,158,0.0756,0,64.7209,0.4714,158,0.054,0,47.1367,0.266,158,0.0414,0,26.6003,0.2282,158,0.0404,0,22.8226,0.1432,158,0.0147,0,14.3214,0.1818,158,0.0208,0,18.1821,0.282,153,0.0276,5,28.2025,0.5724,158,0.0388,0,57.2358,0.5021,158,0.0578,0,50.2092,0.2434,1,0.0,157,24.3443,0.4323,158,0.0771,0,43.2303,0.2647,4,0.005,154,26.4701,0.4768,158,0.0723,0,47.6838,0.4114,158,0.0604,0,41.1444,0.288,158,0.0406,0,28.8045,0.2208,158,0.0275,0,22.0831,0.1484,158,0.0213,0,14.842,0.2225,158,0.022,0,22.2468
11,3683,280,0.33478057384491,0.001002615899779,0.2956,280,0.026,0,29.5618,0.2669,280,0.0404,0,26.6859,0.2708,280,0.0468,0,27.0847,0.4068,280,0.0809,0,40.6823,0,280,,,,0.5886,280,0.081,0,58.8627,0,280,,,,51,229,0.5468,0.1084,54.6774,0.6695,280,0.0504,0,66.9499,0.606,263,0.0785,17,60.5959,0.6748,280,0.0443,0,67.4794,0.5735,280,0.0429,0,57.3473,0.299,280,0.0269,0,29.8953,0.2142,280,0.019,0,21.419,0.276,280,0.0421,0,27.6049,0.5088,280,0.0724,0,50.8849,0.3966,269,0.0616,11,39.6552,0.7445,280,0.0498,0,74.4484,0.6441,280,0.046,0,64.4092,0.5373,30,0.1023,250,53.7261,0.5854,113,0.0877,167,58.5437,0.7322,280,0.0449,0,73.2205,0.5826,280,0.0586,0,58.2633,0.3495,280,0.0471,0,34.9545,0.2457,280,0.047,0,24.572,0.1791,280,0.0279,0,17.9149,0.239,280,0.0308,0,23.8997,0.3762,262,0.0493,18,37.6204,0.6698,280,0.0665,0,66.9815,0.7052,280,0.0716,0,70.5227,0.5284,239,0.1164,41,52.8397,0.676,280,0.0392,0,67.6027,0.4203,17,0.0934,263,42.0279,0.6793,280,0.0739,0,67.9267,0.5776,280,0.0754,0,57.7596,0.4238,280,0.0489,0,42.3806,0.2584,280,0.0308,0,25.8425,0.178,280,0.0223,0,17.8018,0.2726,280,0.0254,0,27.2561
12,5062,172,0.243928015232086,0.000810695695691,0.2513,172,0.0365,0,25.1254,0.2034,172,0.0237,0,20.3372,0.2223,172,0.0282,0,22.2317,0.2484,172,0.0292,0,24.8403,0,172,,,,0.6482,172,0.0667,0,64.8213,0,172,,,,0,172,,,,0.3837,51,0.0675,121,38.3686,0.5809,172,0.0612,0,58.0912,0.5576,172,0.0342,0,55.7597,0.4505,172,0.0355,0,45.0486,0.2364,172,0.0233,0,23.6447,0.176,172,0.0204,0,17.5961,0.2105,172,0.0404,0,21.0501,0.3938,172,0.0354,0,39.3812,0.2807,167,0.0431,5,28.0737,0.3843,172,0.1452,0,38.432,0.3032,171,0.0426,1,30.3164,0.4035,141,0.1041,31,40.3501,,0,,172,,0.4922,172,0.0879,0,49.2157,0.3644,172,0.0807,0,36.4385,0.2289,172,0.0468,0,22.8934,0.1881,172,0.0344,0,18.8137,0.1539,172,0.0264,0,15.3937,0.1915,172,0.031,0,19.1482,0.2644,172,0.0287,0,26.4439,0.4638,172,0.1672,0,46.3804,0.4169,172,0.1575,0,41.686,0.4565,172,0.1584,0,45.6489,0.4148,172,0.1069,0,41.4804,0.48,171,0.0616,1,48.0012,0.5077,139,0.0829,33,50.7688,0.4244,172,0.0641,0,42.4433,0.2745,172,0.0627,0,27.4466,0.2012,172,0.0296,0,20.1193,0.1355,172,0.0251,0,13.5509,0.1931,172,0.037,0,19.3079
13,7418,181,0.290531784296036,0.000361140555469,0.2703,181,0.0191,0,27.0325,0.2693,181,0.0311,0,26.9264,0.2928,181,0.041,0,29.2803,0.4439,181,0.0508,0,44.3894,0,181,,,,0.5792,181,0.057,0,57.9234,0,181,,,,122,59,0.4114,0.0629,41.1355,0.6217,181,0.0701,0,62.1699,0.4806,22,0.0744,159,48.0594,0.617,181,0.038,0,61.6969,0.4933,181,0.0346,0,49.3323,0.2662,181,0.0168,0,26.6182,0.1903,181,0.0128,0,19.033,0.2374,181,0.027,0,23.7429,0.3777,181,0.0701,0,37.7711,0.3214,181,0.0362,0,32.1394,0.6421,181,0.0889,0,64.2106,0.3798,177,0.0759,4,37.984,0.309,7,0.0141,174,30.8961,0.4325,161,0.0879,20,43.2536,0.6702,181,0.0786,0,67.015,0.4891,181,0.0395,0,48.9124,0.2819,181,0.0311,0,28.1888,0.2341,181,0.0244,0,23.4131,0.1422,181,0.0119,0,14.215,0.2016,181,0.0193,0,20.1628,0.2804,181,0.0308,0,28.0392,0.5511,181,0.0592,0,55.1114,0.4399,181,0.1174,0,43.9908,0.2649,47,0.045,134,26.4923,0.5207,181,0.0862,0,52.0696,,0,,181,,0.5944,181,0.0852,0,59.436,0.4525,181,0.0435,0,45.2497,0.3157,181,0.0393,0,31.5703,0.2181,181,0.0257,0,21.8106,0.1465,181,0.0201,0,14.6518,0.2107,181,0.0302,0,21.0673
14,2980,346,0.245385780930519,0.000313374621328,0.2301,346,0.0265,0,23.0055,0.2029,346,0.0227,0,20.2925,0.218,346,0.0267,0,21.8009,0.2489,346,0.0295,0,24.8876,0,346,,,,0.6614,346,0.0721,0,66.1387,0,346,,,,0,346,,,,0.3876,324,0.0431,22,38.7556,0.562,346,0.0662,0,56.2024,0.5426,346,0.0365,0,54.2617,0.4609,346,0.0335,0,46.0872,0.2312,346,0.0175,0,23.1227,0.1721,346,0.0123,0,17.2095,0.1995,346,0.0265,0,19.9536,0.3629,346,0.0337,0,36.2899,0.2773,281,0.0433,65,27.7298,0.4869,346,0.1611,0,48.6904,0.3793,344,0.084,2,37.9307,0.381,240,0.091,106,38.102,0.4821,15,0.0787,331,48.206,0.5546,346,0.0881,0,55.4569,0.4202,346,0.0609,0,42.0166,0.2448,346,0.0385,0,24.4843,0.1979,346,0.0252,0,19.7934,0.1484,346,0.0155,0,14.8442,0.2001,346,0.0213,0,20.0128,0.2794,346,0.0208,0,27.9371,0.4793,346,0.1509,0,47.9307,0.4197,346,0.1255,0,41.9691,0.442,296,0.1395,50,44.2033,0.3848,332,0.0995,14,38.4783,0.435,341,0.0486,5,43.4962,0.5073,341,0.0795,5,50.7348,0.4716,346,0.093,0,47.1552,0.269,346,0.0462,0,26.9006,0.2007,346,0.0195,0,20.0712,0.1351,346,0.0122,0,13.5135,0.1981,346,0.024,0,19.8077
15,7006,207,0.244445875287056,0.000778675079346,0.2283,207,0.0213,0,22.8323,0.2234,207,0.0225,0,22.3357,0.221,207,0.0269,0,22.0967,0.3103,207,0.0307,0,31.0348,0,207,,,,0.5232,207,0.1466,0,52.3195,0,207,,,,207,0,0.5602,0.1153,56.0177,0.7026,207,0.0538,0,70.2605,0.5734,143,0.1338,64,57.3436,0.6127,207,0.0568,0,61.2711,0.4278,207,0.0478,0,42.7758,0.2176,207,0.0213,0,21.7638,0.1719,207,0.0178,0,17.1896,0.2196,207,0.0439,0,21.9632,0.3808,207,0.0337,0,38.0765,0.3274,207,0.0371,0,32.7423,0.5717,207,0.1188,0,57.172,,0,,207,,0.4434,205,0.1105,2,44.3359,0.4234,154,0.1398,53,42.3354,0.6845,207,0.0867,0,68.4521,0.4525,207,0.0628,0,45.2535,0.2083,207,0.0312,0,20.833,0.2084,207,0.0329,0,20.8444,0.1422,207,0.0181,0,14.2162,0.1754,207,0.0247,0,17.5442,0.2673,207,0.034,0,26.7293,0.4987,207,0.1065,0,49.8711,0.4391,207,0.0935,0,43.9125,0.1617,125,0.0545,82,16.1748,0.5837,207,0.1327,0,58.3686,0.3479,1,0.0,206,34.7924,0.5967,207,0.0643,0,59.6741,0.4279,207,0.0518,0,42.7887,0.2743,207,0.0453,0,27.4282,0.2057,207,0.029,0,20.5744,0.1429,207,0.023,0,14.2854,0.2032,207,0.0232,0,20.3171
16,6359,113,0.291055351495743,0.000510931015015,0.2363,113,0.0228,0,23.6282,0.2514,113,0.0286,0,25.1395,0.2721,113,0.0337,0,27.2115,0.3152,113,0.0425,0,31.5184,0,113,,,,0.5697,113,0.1284,0,56.9731,0,113,,,,0,113,,,,0.441,113,0.0667,0,44.0995,0.6274,113,0.0613,0,62.7437,0.6049,113,0.0429,0,60.49,0.5214,113,0.0371,0,52.1363,0.2643,113,0.0163,0,26.4345,0.1936,113,0.0187,0,19.3587,0.2318,113,0.0369,0,23.1832,0.3978,113,0.04,0,39.7791,0.3273,113,0.0292,0,32.7311,0.6715,113,0.0865,0,67.1526,0.5618,113,0.0607,0,56.1835,0.4137,78,0.0478,35,41.3743,,0,,113,,0.7122,113,0.0497,0,71.2179,0.547,113,0.042,0,54.6993,0.2766,113,0.0533,0,27.6562,0.227,113,0.0412,0,22.6974,0.1613,113,0.0168,0,16.1296,0.2442,113,0.0232,0,24.4222,0.3306,113,0.0283,0,33.0581,0.6317,113,0.0354,0,63.1722,0.6284,113,0.0593,0,62.8374,0.3029,39,0.0328,74,30.2895,0.4521,34,0.066,79,45.2056,0.4384,110,0.0274,3,43.8422,0.5557,113,0.0692,0,55.5749,0.5772,113,0.0505,0,57.72,0.3343,113,0.0353,0,33.429,0.207,113,0.0257,0,20.6996,0.1452,113,0.0188,0,14.5157,0.2309,113,0.0176,0,23.0912
17,6118,173,0.320237785577774,0.000734307046514,0.2823,173,0.0294,0,28.2273,0.2858,173,0.0413,0,28.5807,0.303,173,0.0516,0,30.3031,0.4337,173,0.0538,0,43.3712,0,173,,,,0.6596,173,0.0724,0,65.9645,0,173,,,,56,117,0.4278,0.0943,42.7765,0.6568,173,0.0439,0,65.6754,0.5305,59,0.0702,114,53.0524,0.6571,173,0.0406,0,65.7117,0.537,173,0.043,0,53.7016,0.2878,173,0.0253,0,28.7781,0.2037,173,0.0247,0,20.3686,0.2792,173,0.0573,0,27.9153,0.4601,173,0.0663,0,46.0123,0.3834,173,0.0636,0,38.3397,0.6113,173,0.1166,0,61.131,0.514,173,0.1175,0,51.3989,0.4188,33,0.036,140,41.8806,0.536,89,0.1018,84,53.6039,0.6578,173,0.0878,0,65.7793,0.5188,173,0.0571,0,51.8806,0.3249,173,0.0387,0,32.4866,0.2541,173,0.0335,0,25.4068,0.1642,173,0.0175,0,16.4214,0.222,173,0.0241,0,22.1998,0.3111,173,0.0583,0,31.11,0.5687,173,0.0643,0,56.8695,0.5172,173,0.1195,0,51.7173,0.387,100,0.1031,73,38.6992,0.583,173,0.0829,0,58.3028,0.3851,13,0.0838,160,38.5067,0.5659,169,0.0817,4,56.5876,0.5063,173,0.0701,0,50.6251,0.3506,173,0.043,0,35.0576,0.2508,173,0.0286,0,25.0814,0.1673,173,0.0271,0,16.7325,0.2404,173,0.0337,0,24.0407
18,7274,198,0.387041389942169,0.001026560203172,0.3285,198,0.0369,0,32.8531,0.3431,198,0.0416,0,34.3103,0.356,198,0.0397,0,35.5973,0.4401,198,0.046,0,44.0089,0,198,,,,0.6914,198,0.0737,0,69.1428,0,198,,,,0,198,,,,0.6613,198,0.0551,0,66.1263,0.6761,198,0.062,0,67.607,0.6914,198,0.0324,0,69.1426,0.6214,198,0.0379,0,62.1403,0.3312,198,0.0297,0,33.1209,0.2423,198,0.0215,0,24.2335,0.3438,198,0.0575,0,34.3751,0.5478,198,0.0368,0,54.78,0.4546,198,0.0344,0,45.4591,0.7652,198,0.0246,0,76.5228,0.624,198,0.0558,0,62.399,0.4519,67,0.0428,131,45.1934,,0,,198,,0.7409,198,0.028,0,74.0873,0.6377,198,0.0324,0,63.765,0.3939,198,0.0606,0,39.3897,0.2959,198,0.0488,0,29.5927,0.1844,198,0.0291,0,18.4372,0.2608,198,0.0312,0,26.0783,0.4071,198,0.0221,0,40.7061,0.7076,198,0.0351,0,70.7578,0.7388,198,0.0326,0,73.8848,0.3744,138,0.064,60,37.4435,0.6431,189,0.0668,9,64.3092,0.4612,46,0.0332,152,46.1195,0.6235,198,0.0546,0,62.3506,0.608,198,0.0452,0,60.797,0.3864,198,0.0619,0,38.6382,0.2882,198,0.0338,0,28.819,0.1981,198,0.0244,0,19.8067,0.2837,198,0.0214,0,28.3666
19,9219,135,0.287960797548294,0.001451734337024,0.2089,135,0.0237,0,20.8904,0.1932,135,0.045,0,19.3152,0.245,135,0.0334,0,24.499,0.3685,135,0.0766,0,36.8543,0,135,,,,0.5983,135,0.0836,0,59.8313,105,30,0.4478,0.0745,44.7775,95,40,0.4016,0.1303,40.1637,0.5848,135,0.0897,0,58.4798,0.5712,135,0.0579,0,57.1174,0.5926,135,0.0653,0,59.263,0.4374,135,0.066,0,43.7367,0.2276,135,0.0169,0,22.7564,0.166,135,0.0097,0,16.5967,0.2103,135,0.0257,0,21.0261,0.4044,135,0.0821,0,40.4377,0.3437,135,0.0754,0,34.3747,0.7285,135,0.0475,0,72.8536,,0,,135,,0.3547,129,0.0614,6,35.4665,,0,,135,,0.7128,135,0.0633,0,71.2811,0.4695,135,0.0725,0,46.9535,0.2698,135,0.04,0,26.9794,0.2285,135,0.024,0,22.8458,0.1466,135,0.0154,0,14.6648,0.1484,135,0.0258,0,14.8407,0.27,135,0.0507,0,27.0008,0.5637,135,0.0859,0,56.3723,0.5982,135,0.0937,0,59.8158,0.405,135,0.0379,0,40.5016,0.6336,110,0.0821,25,63.3635,,0,,135,,0.7412,135,0.0513,0,74.1246,0.4603,135,0.0735,0,46.0321,0.3269,135,0.0462,0,32.6921,0.2176,135,0.0141,0,21.7593,0.1448,135,0.0106,0,14.4759,0.2277,135,0.0212,0,22.7663
20,6836,154,0.268780559301376,0.000548481184524,0.2531,154,0.025,0,25.3063,0.2511,154,0.0311,0,25.1127,0.2508,154,0.0383,0,25.08,0.3314,154,0.0367,0,33.1391,0,154,,,,0.7035,154,0.0414,0,70.3498,0,154,,,,153,1,0.4378,0.1069,43.7801,0.6447,154,0.0654,0,64.4739,0.2956,9,0.072,145,29.5574,0.6401,154,0.0372,0,64.0064,0.4763,154,0.0477,0,47.6325,0.2507,154,0.0256,0,25.0742,0.1902,154,0.0183,0,19.0202,0.2344,154,0.0378,0,23.444,0.3972,154,0.0455,0,39.7232,0.3131,154,0.0373,0,31.3074,0.5209,154,0.0999,0,52.0943,0.4235,59,0.0731,95,42.3494,0.3953,101,0.131,53,39.5269,0.3668,66,0.0582,88,36.6766,0.6856,154,0.0963,0,68.564,0.5005,154,0.0484,0,50.0531,0.2525,154,0.0364,0,25.2486,0.23,154,0.0356,0,23.0042,0.1398,154,0.0158,0,13.9782,0.1808,154,0.0251,0,18.084,0.2752,154,0.0401,0,27.5161,0.553,154,0.0806,0,55.3014,0.445,154,0.0957,0,44.497,0.2049,78,0.0246,76,20.4853,0.6915,154,0.0857,0,69.1515,,0,,154,,0.5749,154,0.0769,0,57.4946,0.4786,154,0.0403,0,47.8636,0.2883,154,0.0433,0,28.8294,0.2087,154,0.0234,0,20.8657,0.1406,154,0.0161,0,14.0639,0.2206,154,0.0227,0,22.0623
21,6877,138,0.425865918397903,0.001413428923115,0.3868,138,0.0442,0,38.6848,0.3853,138,0.0514,0,38.5299,0.404,138,0.0582,0,40.3957,0.49,138,0.0477,0,49.0014,0,138,,,,0.6487,138,0.0707,0,64.8657,0,138,,,,44,94,0.4462,0.09,44.6206,0.6743,138,0.0267,0,67.4306,0.621,74,0.1117,64,62.1016,0.6936,138,0.0297,0,69.3627,0.6342,138,0.0403,0,63.4171,0.3904,138,0.0349,0,39.0433,0.2911,138,0.0317,0,29.1121,0.4297,138,0.065,0,42.9693,0.5575,138,0.041,0,55.7496,0.4726,138,0.0461,0,47.2593,0.728,138,0.039,0,72.7996,0.641,138,0.0332,0,64.0962,0.4549,8,0.0515,130,45.4866,0.4956,5,0.1424,133,49.5567,0.7004,138,0.0585,0,70.0406,0.629,138,0.0311,0,62.8968,0.436,138,0.0554,0,43.6008,0.3658,138,0.0542,0,36.5827,0.2031,138,0.0267,0,20.3089,0.2803,138,0.028,0,28.0316,0.4022,136,0.0401,2,40.2158,0.6512,138,0.0468,0,65.1192,0.6938,138,0.0586,0,69.3821,0.5049,128,0.0935,10,50.492,0.6649,138,0.0418,0,66.4917,0.2753,3,0.0176,135,27.5339,0.6314,137,0.0654,1,63.1357,0.6097,138,0.0519,0,60.9728,0.4167,138,0.0542,0,41.6655,0.3544,138,0.042,0,35.4384,0.2507,138,0.0384,0,25.0672,0.3185,138,0.0251,0,31.8489
22,6985,255,0.243106693029404,0.000500953115989,0.1998,255,0.0256,0,19.9771,0.2046,255,0.0364,0,20.4638,0.2171,255,0.0312,0,21.7095,0.2744,255,0.0417,0,27.4411,7,248,0.176,0.0119,17.603,0.368,255,0.1328,0,36.8028,10,245,0.3431,0.1376,34.3143,248,7,0.4558,0.0822,45.5799,0.6933,255,0.0536,0,69.3267,0.642,255,0.0702,0,64.2016,0.6028,255,0.0422,0,60.2783,0.4155,255,0.0413,0,41.5484,0.2226,255,0.0139,0,22.2583,0.1694,255,0.0102,0,16.9386,0.2043,255,0.0261,0,20.4289,0.3153,255,0.0494,0,31.5305,0.3229,255,0.0384,0,32.2945,0.5803,255,0.1783,0,58.0344,,0,,255,,0.4115,245,0.0989,10,41.1461,0.335,9,0.0275,246,33.4971,0.7352,255,0.0529,0,73.519,0.3679,255,0.0566,0,36.7882,0.2083,255,0.0253,0,20.8347,0.1975,255,0.0251,0,19.7473,0.1397,255,0.0137,0,13.9743,0.1545,255,0.0255,0,15.4486,0.2556,228,0.029,27,25.5574,0.602,255,0.0445,0,60.198,0.5012,255,0.1285,0,50.1246,0.2451,131,0.1348,124,24.5115,0.5168,255,0.089,0,51.68,,0,,255,,0.6721,255,0.0548,0,67.2106,0.4009,255,0.0549,0,40.0881,0.2497,255,0.0366,0,24.9665,0.1949,255,0.0211,0,19.4866,0.1334,255,0.014,0,13.3414,0.1869,255,0.0222,0,18.6924
23,6094,169,0.244127959012985,0.000271382799838,0.2361,169,0.0218,0,23.6098,0.2291,169,0.0166,0,22.914,0.2162,169,0.0213,0,21.6177,0.3145,169,0.0282,0,31.4458,0,169,,,,0.6786,169,0.0679,0,67.8613,0,169,,,,157,12,0.4267,0.1069,42.6673,0.639,169,0.0544,0,63.901,0.5405,54,0.0895,115,54.0473,0.6055,169,0.0488,0,60.5451,0.4496,169,0.0521,0,44.9579,0.2314,169,0.0176,0,23.1368,0.1751,169,0.013,0,17.5105,0.2039,169,0.0211,0,20.3947,0.3814,169,0.0296,0,38.1417,0.2815,169,0.0271,0,28.151,0.4983,169,0.105,0,49.8336,0.4099,113,0.1088,56,40.9949,0.5098,38,0.1538,131,50.9802,0.3878,62,0.0674,107,38.778,0.6808,169,0.0847,0,68.0763,0.4518,169,0.0695,0,45.1829,0.2206,169,0.0289,0,22.0588,0.2004,169,0.0221,0,20.0434,0.1328,169,0.0091,0,13.2792,0.1727,169,0.019,0,17.2708,0.27,169,0.028,0,26.995,0.5353,169,0.074,0,53.5337,0.4026,169,0.1227,0,40.2641,0.195,63,0.0319,106,19.5011,0.5794,169,0.1208,0,57.9358,,0,,169,,0.568,169,0.0786,0,56.801,0.4117,169,0.0551,0,41.169,0.2552,169,0.0329,0,25.5239,0.195,169,0.0179,0,19.5016,0.1333,169,0.0129,0,13.3324,0.213,169,0.0271,0,21.2961
24,5603,180,0.325675547122955,0.000610010582022,0.2696,180,0.0288,0,26.9618,0.2803,180,0.0259,0,28.0304,0.3081,180,0.0276,0,30.8138,0.3675,180,0.0462,0,36.7543,0,180,,,,0.6126,180,0.1152,0,61.2581,0,180,,,,1,179,0.3088,0.0,30.8816,0.5121,180,0.0772,0,51.2123,0.6534,180,0.0506,0,65.3372,0.6491,180,0.0412,0,64.9104,0.5679,180,0.0452,0,56.7935,0.2916,180,0.0199,0,29.1649,0.2066,180,0.0172,0,20.6562,0.2596,180,0.0369,0,25.962,0.4636,180,0.047,0,46.3618,0.3985,180,0.062,0,39.8469,0.7405,180,0.0472,0,74.0456,0.5852,180,0.0756,0,58.5241,0.4481,91,0.0447,89,44.8085,,0,,180,,0.7266,180,0.0536,0,72.6648,0.5794,180,0.05,0,57.9376,0.3212,180,0.0459,0,32.117,0.2542,180,0.0381,0,25.4249,0.1744,180,0.0193,0,17.4372,0.2583,180,0.0178,0,25.8323,0.3655,180,0.0303,0,36.5536,0.6742,180,0.0461,0,67.415,0.669,180,0.0749,0,66.9033,0.2997,83,0.0367,97,29.9664,0.5422,110,0.0671,70,54.2211,0.4285,116,0.038,64,42.851,0.6501,180,0.0816,0,65.0087,0.5684,180,0.0793,0,56.8403,0.3384,180,0.0575,0,33.8407,0.2424,180,0.0332,0,24.2398,0.1666,180,0.0217,0,16.6637,0.2513,180,0.0248,0,25.1276
25,8268,274,0.349919527769089,0.003000769531354,0.3331,274,0.0564,0,33.3051,0.2797,274,0.0473,0,27.9677,0.2808,274,0.0569,0,28.0823,0.4003,274,0.0646,0,40.0256,0,274,,,,0.7135,274,0.0669,0,71.3507,0,274,,,,0,274,,,,0.3666,69,0.0712,205,36.6607,0.674,274,0.0465,0,67.4003,0.641,274,0.052,0,64.101,0.5785,274,0.0552,0,57.8527,0.3147,274,0.0453,0,31.4737,0.2297,274,0.0363,0,22.9716,0.336,274,0.0841,0,33.5963,0.5238,274,0.0614,0,52.3789,0.3766,140,0.067,134,37.6556,0.7189,274,0.073,0,71.8857,0.4603,268,0.0846,6,46.0316,0.6042,274,0.0703,0,60.4165,,0,,274,,0.6565,274,0.0791,0,65.6535,0.5762,274,0.0604,0,57.6152,0.361,274,0.0791,0,36.0978,0.3118,274,0.0691,0,31.1823,0.2157,274,0.0407,0,21.5709,0.2685,274,0.0399,0,26.853,0.3351,274,0.0309,0,33.5087,0.6751,274,0.0718,0,67.5131,0.651,274,0.1371,0,65.0978,0.5406,188,0.1838,86,54.0584,0.4939,233,0.148,41,49.3887,0.5218,274,0.0565,0,52.1823,0.5411,267,0.1093,7,54.1086,0.6016,274,0.0608,0,60.1629,0.3956,274,0.0811,0,39.5592,0.2553,274,0.054,0,25.5288,0.1737,274,0.0401,0,17.365,0.2199,274,0.0395,0,21.9898
26,8766,131,0.33987021446228,0.000797792570665,0.2853,131,0.0388,0,28.5346,0.3093,131,0.0383,0,30.931,0.3475,131,0.0427,0,34.7533,0.4072,131,0.0515,0,40.7157,0,131,,,,0.6678,131,0.0873,0,66.7804,0,131,,,,43,88,0.467,0.0792,46.7012,0.6616,131,0.0409,0,66.1639,0.6568,131,0.0488,0,65.6806,0.651,131,0.0303,0,65.0985,0.5718,131,0.0354,0,57.182,0.3139,131,0.0272,0,31.3944,0.2293,131,0.0207,0,22.9317,0.3068,131,0.0495,0,30.6805,0.5195,131,0.0458,0,51.9495,0.4252,131,0.0526,0,42.5201,0.7117,131,0.0612,0,71.1704,0.6276,131,0.0689,0,62.7616,0.3876,35,0.0317,96,38.7568,,0,,131,,0.6765,131,0.0757,0,67.647,0.5789,131,0.0371,0,57.8919,0.3066,131,0.0418,0,30.663,0.287,131,0.0457,0,28.703,0.1658,131,0.0203,0,16.5796,0.2408,131,0.0243,0,24.0838,0.374,131,0.031,0,37.3983,0.6287,131,0.0433,0,62.8695,0.6516,131,0.056,0,65.162,0.3609,104,0.0842,27,36.0903,0.4961,131,0.1051,0,49.6067,0.4127,16,0.026,115,41.2697,0.5628,122,0.0596,9,56.2779,0.5388,131,0.0532,0,53.8797,0.3266,131,0.0336,0,32.6603,0.2661,131,0.0297,0,26.61,0.1836,131,0.0238,0,18.3595,0.2556,131,0.0235,0,25.5649
