,label,nbPixels,meanB0,varB0,mean__012019,nan___012019,mean_div_std,mean__022019,nan___022019,mean_div_std,mean__032019,nan___032019,mean_div_std,mean__042019,nan___042019,mean_div_std,mean__052019,nan___052019,mean_div_std,mean__062019,nan___062019,mean_div_std,mean__072019,nan___072019,mean_div_std,mean__082019,nan___082019,mean_div_std,mean__092019,nan___092019,mean_div_std,mean__102019,nan___102019,mean_div_std,mean__112019,nan___112019,mean_div_std,mean__122019,nan___122019,mean_div_std,mean__012020,nan___012020,mean_div_std,mean__022020,nan___022020,mean_div_std,mean__032020,nan___032020,mean_div_std,mean__042020,nan___042020,mean_div_std,mean__052020,nan___052020,mean_div_std,mean__062020,nan___062020,mean_div_std,mean__072020,nan___072020,mean_div_std,mean__082020,nan___082020,mean_div_std,mean__092020,nan___092020,mean_div_std,mean__102020,nan___102020,mean_div_std,mean__112020,nan___112020,mean_div_std,mean__122020,nan___122020,mean_div_std,mean__012021,nan___012021,mean_div_std,mean__022021,nan___022021,mean_div_std,mean__032021,nan___032021,mean_div_std,mean__042021,nan___042021,mean_div_std,mean__052021,nan___052021,mean_div_std,mean__062021,nan___062021,mean_div_std,mean__072021,nan___072021,mean_div_std,mean__082021,nan___082021,mean_div_std,mean__092021,nan___092021,mean_div_std,mean__102021,nan___102021,mean_div_std,mean__112021,nan___112021,mean_div_std,mean__122021,nan___122021,mean_div_std,mean__012022,nan___012022,mean_div_std,mean__022022,nan___022022,mean_div_std,mean__032022,nan___032022,mean_div_std
10,4778,158,0.272913962602615,0.000890312658157,32.5853,0,28117549.3159,32.585,0,22493811.186,32.5865,0,29341092.0931,32.5866,0,674848288.6821,32.5824,0,28115021.3159,32.586,0,51910518.3175,32.5876,0,84358647.4304,32.5864,0,35518147.4381,32.5877,0,24995211.8363,32.5873,0,17304177.22,32.5858,0,21768728.7951,32.5864,0,30674717.1403,32.5821,0,51904295.5482,32.5762,0,33731689.4963,32.5779,0,14666711.6587,32.5822,0,21086127.9546,32.5803,0,22490609.0527,32.581,0,11245550.9264,32.5805,0,12494840.8811,32.5796,0,224901333.1937,32.5825,0,22492125.8527,32.5784,0,17754689.6503,32.5804,0,42169964.1031,32.5792,0,17299864.6046,32.5789,0,22489597.8527,32.5779,0,35508833.7538,32.5759,0,11434331.1306,32.5777,0,28111018.6492,32.5805,0,12494840.8811,32.5805,0,48194413.5155,32.58,0,12494653.6219,32.5812,0,51902739.8559,32.5828,0,17757084.5976,32.5801,0,42169648.1031,32.5788,0,12267016.1488,32.5786,0,inf,32.5788,0,84335895.4306,32.5788,0,61335220.0521,32.5762,0,35506944.0696
11,3683,280,0.33478057384491,0.001002615899779,32.5853,0,37371424.0957,32.585,0,49828064.263,32.5865,0,27180183.2819,32.5866,0,15735969.7043,32.5824,0,37368064.0957,32.586,0,33219811.6106,32.5876,0,37374084.0957,32.5864,0,12999212.5228,32.5877,0,298993342.3292,32.5873,0,11073699.5472,32.5857,0,22998119.3714,32.5864,0,9966048.0093,32.5821,0,33215829.3883,32.5762,0,74722095.5825,32.5779,0,13586539.641,32.5822,0,inf,32.5803,0,7866468.2071,32.581,0,24911029.3295,32.5805,0,149463615.1648,32.5796,0,42702784.1591,32.5825,0,49824330.9296,32.5784,0,21350575.9801,32.5804,0,18682895.9717,32.5792,0,11070940.436,32.5789,0,7866114.5228,32.5779,0,12995803.8271,32.5758,0,298884702.3299,32.5777,0,37362744.0957,32.5805,0,149463615.1648,32.5805,0,29892736.0278,32.58,0,149461375.1648,32.5812,0,33214833.8328,32.5828,0,21353455.9801,32.5801,0,18682755.9717,32.5788,0,27173768.7365,32.5786,0,inf,32.5788,0,37364004.0957,32.5788,0,17583066.3221,32.5762,0,12995110.9576
12,5062,172,0.243928015232086,0.000810695695691,32.5853,0,45913464.171,32.585,0,16695636.365,32.5865,0,19332671.9905,32.5866,0,13604536.8992,32.5824,0,45909336.171,32.586,0,367316193.3684,32.5876,0,45916732.1711,32.5864,0,367320577.3684,32.5877,0,14693386.2477,32.5873,0,10495155.1911,32.5858,0,73462566.6737,32.5864,0,7985218.7845,32.5821,0,367272161.3682,32.5762,0,91801432.342,32.5779,0,61204122.8947,32.5822,0,inf,32.5803,0,16693259.6378,32.581,0,30604978.5764,32.5805,0,4708376.6136,32.5796,0,24482929.0271,32.5825,0,16694385.456,32.5784,0,12240997.3463,32.5804,0,22953271.9706,32.5792,0,10492540.3339,32.5789,0,16692509.0923,32.5779,0,367224257.368,32.5758,0,14688047.3677,32.5777,0,45902800.171,32.5805,0,4708376.6136,32.5805,0,9664570.1005,32.58,0,4708306.0495,32.5812,0,367261153.3682,32.5828,0,12242648.5463,32.5801,0,22953099.9706,32.5788,0,19328109.4642,32.5786,0,inf,32.5788,0,45904348.171,32.5788,0,40803879.2631,32.5762,0,367204737.3679
13,7418,181,0.290531784296036,0.000361140555469,32.5853,0,27609092.5016,32.585,0,14585788.3935,32.5865,0,13444904.0722,32.5866,0,22408281.0259,32.5824,0,27606610.2159,32.5861,0,12174370.2577,32.5876,0,64425802.8917,32.5864,0,49876236.2223,32.5877,0,11453500.675,32.5873,0,25347621.7364,32.5857,0,16990447.1094,32.5864,0,10590144.8709,32.5821,0,12172910.8561,32.5762,0,42935551.9489,32.5779,0,17175111.1228,32.5822,0,16103751.9997,32.5803,0,9093372.9884,32.581,0,35134254.5336,32.5805,0,6387936.2623,32.5796,0,19567606.2946,32.5825,0,14584695.5633,32.5784,0,11890628.9106,32.5804,0,96617256.3374,32.5792,0,23071931.1739,32.5789,0,36804857.8117,32.5779,0,46841150.0447,32.5758,0,61826437.0233,32.5777,0,12881250.1421,32.5805,0,6387936.2623,32.5805,0,8311192.0887,32.58,0,13560153.8418,32.5812,0,12172546.0058,32.5828,0,11892232.8491,32.5801,0,19323305.5861,32.5788,0,81357851.0511,32.5786,0,inf,32.5788,0,64408426.8916,32.5788,0,28105504.5723,32.5762,0,49860508.7385
14,2980,346,0.245385780930519,0.000313374621328,32.5853,0,184721612.6883,32.585,0,16419532.8143,32.5865,0,21417759.5148,32.5866,0,24226759.3739,32.5824,0,184705004.6886,32.586,0,59112278.8374,32.5876,0,8796894.4703,32.5864,0,211117810.4331,32.5877,0,31444283.971,32.5873,0,134351312.5218,32.5858,0,50958397.7996,32.5864,0,7617642.2326,32.5821,0,59105192.7574,32.5762,0,369340648.2554,32.5779,0,7314055.6041,32.5822,0,15391983.9824,32.5803,0,9594464.4092,32.581,0,28414998.0846,32.5805,0,9120706.3747,32.5796,0,20239949.1564,32.5825,0,16418302.592,32.5784,0,29549196.8892,32.5804,0,92346880.2043,32.5792,0,12628171.4912,32.5789,0,9594033.0326,32.5779,0,25919950.5897,32.5759,0,13073845.2329,32.5777,0,20519857.7772,32.5805,0,9120706.3747,32.5805,0,8691502.6789,32.58,0,43456835.9123,32.5812,0,59103421.2374,32.5828,0,29553182.8092,32.5801,0,30782064.0681,32.5788,0,39931800.0654,32.5786,0,inf,32.5788,0,8794521.8989,32.5788,0,44772123.2779,32.5762,0,12209574.0954
15,7006,207,0.244445875287056,0.000778675079346,32.5853,0,44205056.1709,32.585,0,11191040.0009,32.5865,0,43128413.5312,32.5866,0,13923412.6698,32.5824,0,44201081.7708,32.586,0,136018696.6573,32.5876,0,31577289.1345,32.5864,0,93066537.2057,32.5877,0,47792757.3955,32.5873,0,70732472.457,32.5858,0,57039578.7222,32.5864,0,11788410.8725,32.5821,0,136002391.4267,32.5762,0,40175255.1112,32.5779,0,16070935.2926,32.5822,0,55250992.0804,32.5803,0,18807794.367,32.581,0,29466188.8192,32.5805,0,9713960.7886,32.5796,0,589298421.0235,32.5825,0,11190201.5199,32.5784,0,17331644.24,32.5804,0,22099196.7789,32.5792,0,70714834.057,32.5789,0,7963302.0579,32.5779,0,39284454.3415,32.5758,0,25618687.9523,32.5777,0,73657983.8114,32.5805,0,9713960.7886,32.5805,0,12450295.9033,32.58,0,9713815.2062,32.5812,0,135998315.1191,32.5828,0,17333982.1224,32.5801,0,110495150.8294,32.5788,0,196427516.3413,32.5786,0,inf,32.5788,0,31568772.563,32.5788,0,33355693.9126,32.5762,0,16217491.9672
16,6359,113,0.291055351495743,0.000510931015015,32.5853,0,40218770.8165,32.585,0,9849394.9332,32.5865,0,41968901.7216,32.5866,0,965289283.596,32.5824,0,40215154.8165,32.586,0,18926918.2669,32.5876,0,17237842.2851,32.5864,0,50804436.3998,32.5877,0,35752642.5036,32.5873,0,38612411.0238,32.5858,0,29250424.1648,32.5864,0,9106442.8657,32.5821,0,18924649.4042,32.5762,0,11487885.7283,32.5779,0,11768689.1844,32.5822,0,30161167.914,32.5803,0,9847992.8107,32.581,0,14193007.0678,32.5805,0,6993534.6134,32.5796,0,14404224.0084,32.5825,0,9848656.974,32.5784,0,37117154.5998,32.5804,0,60319060.2247,32.5792,0,38602785.4238,32.5789,0,9847550.0352,32.5779,0,50791114.2945,32.5758,0,16355433.2229,32.5777,0,40209429.4831,32.5805,0,6993534.6134,32.5805,0,8465863.8599,32.58,0,6993429.8018,32.5812,0,18924082.1885,32.5828,0,37122161.3691,32.5801,0,60318608.2247,32.5788,0,107228551.5106,32.5786,0,inf,32.5788,0,17233193.1423,32.5788,0,87732654.8723,32.5762,0,50788416.1892
17,6118,173,0.320237785577774,0.000734307046514,32.5853,0,184721612.6883,32.585,0,16419532.8143,32.5865,0,21417759.5148,32.5866,0,22057196.8581,32.5824,0,184705004.6886,32.5861,0,14347641.7929,32.5876,0,36946953.5329,32.5864,0,12213427.8475,32.5877,0,31444283.971,32.5873,0,134351312.5218,32.5858,0,50958397.7996,32.5864,0,22391249.4084,32.5821,0,14345921.8706,32.5762,0,11192139.6406,32.5779,0,19965393.3089,32.5822,0,15391983.9824,32.5803,0,56828755.5539,32.581,0,19441839.1803,32.5805,0,9120706.3747,32.5796,0,20239949.1564,32.5825,0,16418302.592,32.5784,0,29549196.8892,32.5804,0,92346880.2043,32.5792,0,134317811.4311,32.5789,0,56826200.477,32.5779,0,25919950.5897,32.5758,0,98489625.6856,32.5777,0,20519857.7772,32.5805,0,9120706.3747,32.5805,0,35179888.7385,32.58,0,43456835.9123,32.5812,0,14345491.89,32.5828,0,29553182.8092,32.5801,0,30782064.0681,32.5788,0,39931800.0654,32.5786,0,inf,32.5788,0,36936988.7329,32.5788,0,15552420.3573,32.5762,0,211051232.1459
18,7274,198,0.387041389942169,0.001026560203172,32.5853,0,105707744.0984,32.585,0,12080762.5255,32.5865,0,11275893.7566,32.5866,0,18793241.579,32.5824,0,105698240.0984,32.586,0,93964607.1249,32.5876,0,35238424.0328,32.5864,0,20626622.4118,32.5877,0,845723954.8111,32.5873,0,31322751.9222,32.5858,0,65051824.83,32.5864,0,8996706.0509,32.5821,0,93953343.125,32.5762,0,14090451.2131,32.5779,0,9831057.8696,32.5822,0,26424388.0246,32.5803,0,12079042.7541,32.581,0,70462624.0656,32.5805,0,6710610.2821,32.5796,0,120787875.093,32.5825,0,12079857.3827,32.5784,0,7686207.9943,32.5804,0,52845904.0492,32.5792,0,31314943.9222,32.5789,0,12078499.6684,32.5779,0,20621213.6314,32.5758,0,25618687.9523,32.5777,0,15097600.0141,32.5805,0,6710610.2821,32.5805,0,15658101.3479,32.58,0,6710509.7107,32.5812,0,93950527.125,32.5828,0,7687244.7943,32.5801,0,17615168.0164,32.5788,0,19662614.3017,32.5786,0,inf,32.5788,0,35228920.0328,32.5788,0,49734960.7178,32.5762,0,20620119.3875
19,9219,135,0.287960797548294,0.001451734337024,32.5853,0,11088224.0085,32.585,0,8120870.7605,32.5865,0,23535025.6264,32.5866,0,6301758.9541,32.5824,0,11087227.0855,32.586,0,15376025.5885,32.5876,0,9610480.009,32.5864,0,54915035.414,32.5877,0,88712310.8656,32.5873,0,34946874.1345,32.5857,0,28126620.164,32.5864,0,5824314.1813,32.5821,0,15374182.3885,32.5762,0,96071263.6868,32.5779,0,12265052.5831,32.5822,0,36033256.0713,32.5803,0,5597084.5859,32.581,0,41179455.989,32.5805,0,44346348.2346,32.5796,0,12670056.0845,32.5825,0,8120262.3098,32.5784,0,7686207.9943,32.5804,0,24020864.0475,32.5792,0,34938158.4981,32.5789,0,14781380.9464,32.5779,0,26811939.6466,32.5758,0,13889651.677,32.5777,0,28822687.9664,32.5805,0,44346348.2346,32.5805,0,4539393.0073,32.58,0,11303800.4755,32.5812,0,15373721.5885,32.5828,0,7687244.7943,32.5801,0,72062056.1426,32.5788,0,10386885.1965,32.5786,0,inf,32.5788,0,9607888.0089,32.5788,0,39756786.6003,32.5762,0,54897718.8425
