label,Estimation
142,9.19
691,17.55
1438,23.00
725,7.86
336,15.35
1858,9.89
3319,22.03
5400,18.89
4973,18.26
3668,11.79
4778,12.80
3683,19.63
5062,8.32
7418,14.37
2980,8.23
7006,7.74
6359,7.90
6118,17.53
7274,20.67
9219,8.24
6836,11.44
6877,22.34
6985,6.33
6094,9.53
5603,12.50
8268,18.30
8766,18.10
8996,11.24
7563,4.51
9052,9.59
8927,7.50
8713,7.47
9961,7.66
10023,10.84
11142,8.17
8940,6.80
9315,8.99
9287,7.65
9733,13.57
11215,14.45
11651,22.63
12264,10.10
11359,5.52
12657,5.48
8972,14.09
11578,7.45
11056,9.28
13435,4.85
11970,9.00
12463,6.79
15598,6.23
13984,6.74
14600,9.67
14398,10.50
14510,7.18
13956,6.64
13470,7.17
16123,11.89
14364,5.07
15258,7.70
18653,11.63
17449,11.18
16930,7.49
18446,12.58
18042,4.73
16346,5.60
18179,6.52
16140,6.50
19191,10.70
20268,7.16
19586,9.70
19694,9.33
20669,6.88
20534,6.52
18269,8.82
18780,6.74
22162,6.37
22571,11.76
22552,8.09
19560,10.97
19790,9.80
23715,21.89
23346,7.49
24074,16.09
24244,9.31
26307,9.93
25012,12.79
27465,8.50
28571,8.63
