label,Estimation
142,11.68
691,20.07
1438,24.66
725,8.63
336,15.14
1858,10.66
3319,20.85
5400,15.06
4973,16.76
3668,13.24
4778,11.81
3683,20.38
5062,10.41
7418,10.46
2980,8.36
7006,8.63
6359,7.91
6118,17.48
7274,18.30
9219,9.99
6836,8.43
6877,23.32
6985,7.60
6094,9.35
5603,12.46
8268,18.07
8766,19.08
8996,11.22
7563,6.30
9052,8.38
8927,6.72
8713,9.31
9961,11.91
10023,9.68
11142,8.26
8940,6.45
9315,10.73
9287,7.27
9733,12.23
11215,14.60
11651,21.37
12264,14.39
11359,7.65
12657,8.48
8972,14.66
11578,8.35
11056,11.23
13435,6.32
11970,10.38
12463,8.97
15598,7.71
13984,6.82
14600,13.52
14398,8.68
14510,10.98
13956,8.08
13470,8.15
16123,12.36
14364,6.51
15258,7.42
18653,12.73
17449,11.09
16930,7.58
18446,10.69
18042,5.46
16346,5.85
18179,10.64
16140,6.91
19191,12.73
20268,9.33
19586,9.51
19694,11.25
20669,9.86
20534,8.92
18269,10.28
18780,6.47
22162,9.58
22571,14.40
22552,10.55
19560,14.01
19790,10.11
23715,22.42
23346,6.85
24074,15.63
24244,9.66
26307,11.36
25012,13.79
27465,12.71
28571,10.80
