label,Estimation
142,8.09
691,12.92
1438,20.61
725,7.23
336,11.16
1858,7.63
3319,17.45
5400,12.64
4973,12.51
3668,10.27
4778,9.18
3683,13.81
5062,8.72
7418,10.80
2980,6.77
7006,6.29
6359,9.31
6118,12.86
7274,16.19
9219,7.29
6836,7.76
6877,21.10
6985,5.59
6094,7.79
5603,9.83
8268,14.45
8766,11.59
8996,6.09
7563,4.97
9052,8.02
8927,5.40
8713,6.41
9961,6.32
10023,10.05
11142,7.11
8940,4.98
9315,6.43
9287,6.19
9733,7.97
11215,9.24
11651,20.43
12264,10.62
11359,5.66
12657,6.35
8972,9.79
11578,5.13
11056,6.55
13435,3.99
11970,8.12
12463,6.47
15598,4.95
13984,6.42
14600,7.03
14398,6.53
14510,7.25
13956,5.92
13470,5.51
16123,10.98
14364,5.39
15258,5.65
18653,10.01
17449,10.58
16930,6.15
18446,9.08
18042,3.40
16346,4.72
18179,6.69
16140,6.19
19191,10.74
20268,8.09
19586,6.22
19694,10.27
20669,4.75
20534,5.61
18269,7.30
18780,5.83
22162,5.16
22571,9.00
22552,7.09
19560,9.12
19790,8.62
23715,20.89
23346,6.29
24074,13.98
24244,8.03
26307,9.64
25012,9.85
27465,7.73
28571,7.99
