label,Estimation
142,25.89
691,27.49
1438,27.73
725,22.42
336,26.58
1858,23.06
3319,26.60
5400,24.46
4973,26.20
3668,23.49
4778,25.46
3683,27.71
5062,27.01
7418,21.66
2980,25.73
7006,23.18
6359,24.15
6118,24.82
7274,27.29
9219,21.49
6836,24.64
6877,27.42
6985,18.39
6094,23.85
5603,24.82
8268,27.28
8766,25.91
8996,25.24
7563,16.42
9052,20.56
8927,18.85
8713,20.59
9961,23.71
10023,22.38
11142,20.80
8940,19.14
9315,21.30
9287,19.39
9733,26.10
11215,24.08
11651,27.82
12264,24.21
11359,22.79
12657,20.89
8972,26.92
11578,18.91
11056,26.07
13435,16.57
11970,22.65
12463,22.38
15598,19.87
13984,18.84
14600,24.10
14398,19.78
14510,15.33
13956,17.51
13470,21.53
16123,23.24
14364,20.44
15258,19.62
18653,25.99
17449,26.35
16930,20.47
18446,22.74
18042,11.50
16346,17.42
18179,22.06
16140,17.98
19191,26.13
20268,23.68
19586,23.14
19694,24.52
20669,16.69
20534,22.53
18269,24.57
18780,19.00
22162,15.82
22571,25.15
22552,18.36
19560,21.90
19790,23.70
23715,26.79
23346,19.33
24074,23.59
24244,22.70
26307,25.75
25012,21.12
27465,21.71
28571,18.46
