label,Estimation
142,6.86
691,10.13
1438,16.54
725,6.49
336,8.24
1858,7.56
3319,13.73
5400,9.13
4973,8.72
3668,7.74
4778,7.57
3683,11.99
5062,7.58
7418,7.67
2980,5.94
7006,5.61
6359,7.87
6118,10.03
7274,13.04
9219,6.76
6836,6.44
6877,15.74
6985,5.72
6094,6.21
5603,8.64
8268,14.38
8766,10.95
8996,5.26
7563,4.57
9052,6.77
8927,4.69
8713,6.09
9961,6.23
10023,8.59
11142,7.26
8940,4.40
9315,6.31
9287,5.05
9733,7.96
11215,9.93
11651,19.61
12264,11.46
11359,4.57
12657,5.39
8972,7.60
11578,4.57
11056,6.33
13435,3.81
11970,7.11
12463,6.44
15598,4.44
13984,5.28
14600,5.52
14398,6.03
14510,4.86
13956,5.66
13470,5.60
16123,9.97
14364,4.60
15258,5.42
18653,7.98
17449,8.37
16930,7.14
18446,8.11
18042,3.29
16346,4.29
18179,5.90
16140,6.26
19191,10.80
20268,6.86
19586,6.52
19694,8.84
20669,5.25
20534,6.11
18269,6.77
18780,6.22
22162,5.71
22571,8.30
22552,6.49
19560,8.22
19790,7.64
23715,17.03
23346,5.62
24074,11.30
24244,7.05
26307,12.91
25012,8.03
27465,6.05
28571,5.98
