label,Estimation
142,10.23
691,17.68
1438,22.33
725,8.51
336,13.19
1858,10.11
3319,17.41
5400,14.35
4973,18.70
3668,14.88
4778,11.68
3683,17.73
5062,9.77
7418,17.20
2980,7.71
7006,14.27
6359,9.50
6118,19.05
7274,18.32
9219,12.55
6836,15.81
6877,22.23
6985,10.87
6094,14.07
5603,11.80
8268,16.65
8766,18.39
8996,8.96
7563,12.64
9052,13.20
8927,10.30
8713,13.25
9961,9.68
10023,15.44
11142,10.84
8940,9.25
9315,12.44
9287,10.31
9733,12.09
11215,14.92
11651,24.15
12264,15.19
11359,10.84
12657,11.05
8972,12.20
11578,8.59
11056,11.62
13435,9.02
11970,11.27
12463,10.45
15598,11.03
13984,10.49
14600,14.45
14398,11.16
14510,14.00
13956,10.68
13470,9.58
16123,15.38
14364,8.52
15258,9.39
18653,12.43
17449,11.98
16930,10.15
18446,10.30
18042,11.70
16346,12.32
18179,9.51
16140,11.09
19191,18.09
20268,12.51
19586,8.93
19694,12.61
20669,13.51
20534,8.43
18269,11.84
18780,10.71
22162,12.11
22571,14.23
22552,11.02
19560,13.28
19790,13.20
23715,22.66
23346,12.24
24074,15.90
24244,10.93
26307,10.32
25012,13.12
27465,12.89
28571,15.95
