label,Estimation
142,13.10
691,21.48
1438,22.86
725,12.43
336,17.68
1858,14.07
3319,20.03
5400,16.47
4973,19.97
3668,18.33
4778,14.45
3683,22.03
5062,12.92
7418,18.16
2980,10.06
7006,15.84
6359,11.31
6118,21.27
7274,22.46
9219,14.89
6836,16.20
6877,24.14
6985,17.18
6094,15.66
5603,16.08
8268,21.64
8766,21.76
8996,15.62
7563,19.25
9052,16.77
8927,12.78
8713,16.91
9961,17.19
10023,18.79
11142,14.49
8940,13.00
9315,13.38
9287,12.34
9733,18.21
11215,16.20
11651,24.38
12264,16.99
11359,9.93
12657,13.36
8972,20.31
11578,12.89
11056,15.05
13435,10.70
11970,15.75
12463,13.58
15598,11.86
13984,12.63
14600,13.36
14398,16.66
14510,12.22
13956,12.23
13470,12.58
16123,16.59
14364,11.56
15258,10.86
18653,17.38
17449,15.69
16930,10.03
18446,14.34
18042,13.01
16346,11.87
18179,13.78
16140,12.71
19191,16.69
20268,17.25
19586,13.73
19694,16.41
20669,11.25
20534,15.06
18269,16.44
18780,13.66
22162,11.49
22571,18.68
22552,12.51
19560,12.39
19790,13.82
23715,23.01
23346,11.52
24074,16.06
24244,13.54
26307,13.24
25012,12.37
27465,14.56
28571,16.15
