label,Estimation
142,21.92
691,25.89
1438,26.64
725,13.36
336,22.78
1858,16.30
3319,25.40
5400,22.58
4973,22.14
3668,19.82
4778,22.38
3683,26.73
5062,22.27
7418,22.11
2980,19.93
7006,21.08
6359,19.62
6118,24.07
7274,26.80
9219,20.48
6836,19.77
6877,26.73
6985,23.39
6094,20.24
5603,22.66
8268,25.59
8766,24.83
8996,20.95
7563,21.76
9052,20.88
8927,18.56
8713,20.54
9961,21.63
10023,22.24
11142,19.11
8940,20.29
9315,20.70
9287,21.89
9733,24.48
11215,22.05
11651,27.69
12264,20.52
11359,19.53
12657,19.88
8972,24.46
11578,20.98
11056,22.94
13435,22.42
11970,21.30
12463,20.21
15598,21.29
13984,22.16
14600,20.65
14398,19.05
14510,21.17
13956,19.89
13470,18.68
16123,23.21
14364,21.57
15258,21.92
18653,24.70
17449,25.03
16930,19.65
18446,18.81
18042,21.65
16346,19.60
18179,19.63
16140,22.30
19191,25.06
20268,19.23
19586,17.63
19694,21.95
20669,20.16
20534,22.91
18269,21.22
18780,18.97
22162,20.65
22571,24.22
22552,21.56
19560,23.10
19790,24.31
23715,26.14
23346,20.27
24074,20.51
24244,24.07
26307,22.16
25012,20.90
27465,21.92
28571,20.31
