label,Estimation
142,8.31
691,12.38
1438,18.95
725,6.99
336,11.08
1858,8.29
3319,16.47
5400,11.49
4973,9.78
3668,8.22
4778,7.36
3683,12.56
5062,6.59
7418,10.80
2980,6.10
7006,8.73
6359,7.19
6118,13.87
7274,16.67
9219,8.16
6836,8.33
6877,20.95
6985,5.98
6094,7.02
5603,9.80
8268,10.88
8766,12.16
8996,8.20
7563,7.58
9052,8.27
8927,6.36
8713,7.39
9961,7.99
10023,10.08
11142,7.75
8940,5.41
9315,7.26
9287,7.91
9733,8.51
11215,9.55
11651,19.54
12264,12.15
11359,6.53
12657,7.85
8972,8.59
11578,6.46
11056,7.74
13435,6.02
11970,7.73
12463,7.96
15598,4.40
13984,5.21
14600,9.09
14398,7.85
14510,8.97
13956,7.49
13470,6.33
16123,10.08
14364,5.60
15258,5.31
18653,8.57
17449,8.82
16930,5.59
18446,6.97
18042,3.12
16346,4.54
18179,6.64
16140,5.66
19191,9.67
20268,6.84
19586,7.61
19694,8.53
20669,4.83
20534,7.92
18269,8.09
18780,4.60
22162,4.24
22571,10.14
22552,6.36
19560,9.97
19790,11.89
23715,21.73
23346,7.30
24074,13.68
24244,8.35
26307,7.31
25012,9.22
27465,7.80
28571,9.38
