label,Estimation
142,24.68
691,27.62
1438,27.50
725,24.09
336,26.08
1858,25.61
3319,27.22
5400,25.52
4973,27.05
3668,26.21
4778,26.01
3683,27.15
5062,23.88
7418,25.84
2980,24.48
7006,25.43
6359,23.72
6118,26.08
7274,27.46
9219,26.02
6836,24.22
6877,27.68
6985,22.33
6094,23.24
5603,26.33
8268,27.14
8766,25.37
8996,24.93
7563,20.29
9052,24.82
8927,21.79
8713,23.29
9961,24.15
10023,24.70
11142,24.47
8940,21.06
9315,22.28
9287,20.05
9733,26.81
11215,25.91
11651,27.82
12264,24.98
11359,20.01
12657,23.21
8972,26.29
11578,23.24
11056,26.61
13435,18.74
11970,22.91
12463,22.00
15598,25.07
13984,17.79
14600,26.52
14398,23.19
14510,24.64
13956,21.61
13470,23.88
16123,26.36
14364,15.66
15258,22.82
18653,27.19
17449,26.05
16930,22.33
18446,24.80
18042,17.75
16346,22.14
18179,23.31
16140,20.56
19191,26.37
20268,25.51
19586,24.77
19694,25.85
20669,26.26
20534,24.97
18269,25.50
18780,23.04
22162,24.77
22571,25.28
22552,26.12
19560,26.41
19790,25.45
23715,26.93
23346,22.11
24074,25.11
24244,24.71
26307,26.57
25012,24.65
27465,24.48
28571,23.28
