label,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median,VV_mean,Inc_mean,NDVI_median
142,0.059900000000000,32.585299999999900,23.383400000000000,0.056800000000000,32.585000000000000,23.829699999999900,0.057500000000000,32.586500000000000,25.190600000000000,0.063300000000000,32.586599999999900,31.446300000000000,0.105500000000000,32.582400000000000,,0.153000000000000,32.585999999999900,59.005299999999900,0.168900000000000,32.587600000000000,,0.168400000000000,32.586399999999900,,0.152900000000000,32.587699999999900,47.463700000000000,0.157800000000000,32.587299999999900,61.785600000000000,0.128400000000000,32.585799999999900,57.819400000000000,0.090200000000000,32.586399999999900,48.057000000000000,0.065100000000000,32.582099999999900,24.786799999999900,0.055900000000000,32.576200000000000,18.792600000000000,0.056300000000000,32.577900000000000,23.314299999999900,0.070600000000000,32.582200000000000,41.472499999999900,0.073100000000000,32.580300000000000,36.241799999999900,0.126700000000000,32.581000000000000,71.669200000000000,0.172800000000000,32.580500000000000,61.833700000000000,0.142500000000000,32.579599999999900,56.574100000000000,0.163100000000000,32.582500000000000,68.127399999999900,0.152300000000000,32.578400000000000,71.313000000000000,0.102000000000000,32.580399999999900,47.268400000000000,0.060300000000000,32.579200000000000,26.217400000000000,0.056200000000000,32.578899999999900,22.502199999999900,0.051100000000000,32.577900000000000,17.709000000000000,0.071600000000000,32.575800000000000,23.659500000000000,0.071700000000000,32.577700000000000,33.423099999999900,0.103800000000000,32.580500000000000,65.739199999999900,0.104400000000000,32.580500000000000,62.917499999999900,0.095900000000000,32.579999999999900,69.141700000000000,0.141900000000000,32.581200000000000,60.668700000000000,0.159700000000000,32.582799999999900,40.160499999999900,0.128600000000000,32.580100000000000,58.091999999999900,0.092600000000000,32.578800000000000,43.397199999999900,0.070200000000000,32.578600000000000,29.167800000000000,0.051200000000000,32.578800000000000,22.197700000000000,0.049000000000000,32.578800000000000,15.593600000000000,0.048300000000000,32.576200000000000,25.238700000000000
691,0.080600000000000,32.585299999999900,32.446700000000000,0.071800000000000,32.585000000000000,32.078600000000000,0.089800000000000,32.586500000000000,33.638700000000000,0.088300000000000,32.586599999999900,44.339700000000000,0.128300000000000,32.582400000000000,,0.185600000000000,32.585999999999900,60.276600000000000,0.190700000000000,32.587600000000000,,0.180400000000000,32.586399999999900,,0.173600000000000,32.587699999999900,70.789500000000000,0.196300000000000,32.587299999999900,71.106099999999900,0.163900000000000,32.585799999999900,67.846999999999900,0.133100000000000,32.586399999999900,60.219700000000000,0.097300000000000,32.582099999999900,32.720700000000000,0.075700000000000,32.576200000000000,23.189299999999900,0.092300000000000,32.577900000000000,31.929800000000000,0.093000000000000,32.582200000000000,52.698900000000000,0.110900000000000,32.580300000000000,42.903100000000000,0.152700000000000,32.581000000000000,75.373300000000000,0.191400000000000,32.580500000000000,65.031800000000000,0.177300000000000,32.579599999999900,72.526499999999900,0.177600000000000,32.582500000000000,58.440800000000000,0.178800000000000,32.578400000000000,77.551699999999900,0.143000000000000,32.580399999999900,59.740699999999900,0.088800000000000,32.579200000000000,41.590200000000000,0.074800000000000,32.578899999999900,30.077300000000000,0.066800000000000,32.577900000000000,21.978100000000000,0.090700000000000,32.575800000000000,25.641400000000000,0.095900000000000,32.577700000000000,39.122999999999900,0.135600000000000,32.580500000000000,69.950999999999900,0.155800000000000,32.580500000000000,66.680700000000000,0.120900000000000,32.579999999999900,72.408600000000000,0.165600000000000,32.581200000000000,63.124899999999900,0.187700000000000,32.582799999999900,45.680599999999900,0.175000000000000,32.580100000000000,60.033299999999900,0.137500000000000,32.578800000000000,56.096499999999900,0.101400000000000,32.578600000000000,42.725800000000000,0.076200000000000,32.578800000000000,29.048700000000000,0.067700000000000,32.578800000000000,19.450900000000000,0.075100000000000,32.576200000000000,28.258299999999900
1438,0.102300000000000,32.585299999999900,39.681899999999900,0.099000000000000,32.585000000000000,35.823900000000000,0.095200000000000,32.586500000000000,37.400799999999900,0.112800000000000,32.586599999999900,50.355800000000000,0.138300000000000,32.582400000000000,,0.181300000000000,32.586100000000000,67.131100000000000,0.206500000000000,32.587600000000000,,0.220500000000000,32.586399999999900,,0.179400000000000,32.587699999999900,72.377099999999900,0.200200000000000,32.587299999999900,64.789000000000000,0.181300000000000,32.585799999999900,72.016999999999900,0.132700000000000,32.586399999999900,67.737899999999900,0.118800000000000,32.582099999999900,40.312199999999900,0.111800000000000,32.576200000000000,28.935500000000000,0.111700000000000,32.577900000000000,42.045800000000000,0.128900000000000,32.582200000000000,55.984699999999900,0.125200000000000,32.580300000000000,39.954900000000000,0.167900000000000,32.581000000000000,76.548000000000000,0.187200000000000,32.580500000000000,65.185599999999900,0.194100000000000,32.579599999999900,69.259200000000000,0.175900000000000,32.582500000000000,59.362299999999900,0.185800000000000,32.578400000000000,78.162300000000000,0.144000000000000,32.580399999999900,65.547600000000000,0.118400000000000,32.579200000000000,50.241500000000000,0.107300000000000,32.578899999999900,38.957000000000000,0.093100000000000,32.577900000000000,26.568300000000000,0.124600000000000,32.575800000000000,29.952900000000000,0.112200000000000,32.577700000000000,43.303800000000000,0.147200000000000,32.580500000000000,69.035899999999900,0.155600000000000,32.580500000000000,73.026300000000000,0.149000000000000,32.579999999999900,65.438100000000000,0.157500000000000,32.581200000000000,63.715899999999900,0.194800000000000,32.582799999999900,,0.169800000000000,32.580100000000000,67.859099999999900,0.143000000000000,32.578800000000000,64.913799999999900,0.134400000000000,32.578600000000000,49.531900000000000,0.108100000000000,32.578800000000000,35.943199999999900,0.101500000000000,32.578800000000000,24.919000000000000,0.097200000000000,32.576200000000000,32.110500000000000
725,0.054000000000000,32.585299999999900,23.042899999999900,0.050100000000000,32.585000000000000,22.298300000000000,0.051500000000000,32.586500000000000,24.274400000000000,0.056500000000000,32.586599999999900,27.319600000000000,0.103800000000000,32.582400000000000,,0.150600000000000,32.585999999999900,63.241799999999900,0.137200000000000,32.587600000000000,,0.147400000000000,32.586399999999900,,0.135300000000000,32.587699999999900,42.407100000000000,0.155100000000000,32.587299999999900,58.041699999999900,0.129700000000000,32.585799999999900,54.798900000000000,0.093000000000000,32.586399999999900,46.096899999999900,0.063200000000000,32.582099999999900,23.908300000000000,0.062600000000000,32.576200000000000,18.252099999999900,0.056700000000000,32.577900000000000,21.900300000000000,0.063000000000000,32.582200000000000,37.151000000000000,0.072500000000000,32.580300000000000,30.834800000000000,0.121400000000000,32.581000000000000,68.194000000000000,0.156900000000000,32.580500000000000,56.921799999999900,0.124900000000000,32.579599999999900,36.275799999999900,0.131200000000000,32.582500000000000,55.053699999999900,0.136300000000000,32.578400000000000,66.443299999999900,0.083700000000000,32.580399999999900,45.280600000000000,0.053700000000000,32.579200000000000,25.832599999999900,0.051600000000000,32.578899999999900,21.896100000000000,0.049000000000000,32.577900000000000,16.956700000000000,0.061900000000000,32.575800000000000,23.227699999999900,0.056200000000000,32.577700000000000,30.568600000000000,0.070900000000000,32.580500000000000,60.741000000000000,0.090800000000000,32.580500000000000,57.699700000000000,0.087200000000000,32.579999999999900,59.125500000000000,0.128000000000000,32.581200000000000,54.004899999999900,0.157000000000000,32.582799999999900,43.943399999999900,0.124600000000000,32.580100000000000,55.704500000000000,0.084200000000000,32.578800000000000,42.188299999999900,0.057500000000000,32.578600000000000,26.267700000000000,0.048500000000000,32.578800000000000,21.042500000000000,0.047800000000000,32.578800000000000,15.028300000000000,0.044100000000000,32.576200000000000,24.349599999999900
336,0.072100000000000,32.585299999999900,28.865700000000000,0.068000000000000,32.585000000000000,28.372399999999900,0.069800000000000,32.586500000000000,30.114200000000000,0.073500000000000,32.586599999999900,35.933900000000000,0.122300000000000,32.582400000000000,,0.164200000000000,32.585999999999900,54.455300000000000,0.175800000000000,32.587600000000000,,0.181800000000000,32.586399999999900,,0.166900000000000,32.587699999999900,55.871000000000000,0.178100000000000,32.587299999999900,66.178600000000000,0.148200000000000,32.585799999999900,62.978299999999900,0.107700000000000,32.586399999999900,54.647500000000000,0.076400000000000,32.582099999999900,30.395299999999900,0.067800000000000,32.576200000000000,22.064399999999900,0.074300000000000,32.577900000000000,28.412400000000000,0.079200000000000,32.582200000000000,46.158600000000000,0.092700000000000,32.580300000000000,35.183199999999900,0.138400000000000,32.581000000000000,71.793400000000000,0.177300000000000,32.580500000000000,64.292199999999900,0.150400000000000,32.579599999999900,58.040399999999900,0.160200000000000,32.582500000000000,57.346299999999900,0.176700000000000,32.578400000000000,73.598699999999900,0.117600000000000,32.580399999999900,52.868400000000000,0.082100000000000,32.579200000000000,35.445300000000000,0.068600000000000,32.578899999999900,27.778800000000000,0.058200000000000,32.577900000000000,20.190100000000000,0.082100000000000,32.575800000000000,25.763300000000000,0.083100000000000,32.577700000000000,36.549599999999900,0.108900000000000,32.580500000000000,67.363699999999900,0.125500000000000,32.580500000000000,66.308000000000000,0.106000000000000,32.579999999999900,67.955299999999900,0.146200000000000,32.581200000000000,61.558599999999900,0.187300000000000,32.582799999999900,43.223300000000000,0.141600000000000,32.580100000000000,61.502600000000000,0.116700000000000,32.578800000000000,49.845199999999900,0.080400000000000,32.578600000000000,37.419699999999900,0.064400000000000,32.578800000000000,26.015300000000000,0.060500000000000,32.578800000000000,17.981800000000000,0.058500000000000,32.576200000000000,26.495100000000000
1858,0.061600000000000,32.585299999999900,26.990200000000000,0.056700000000000,32.585000000000000,23.812400000000000,0.056700000000000,32.586500000000000,26.202600000000000,0.063600000000000,32.586599999999900,28.901299999999900,0.124700000000000,32.582400000000000,,0.157500000000000,32.585999999999900,66.428299999999900,0.175200000000000,32.587600000000000,,0.165800000000000,32.586399999999900,,0.171900000000000,32.587699999999900,37.224800000000000,0.167700000000000,32.587299999999900,57.352200000000000,0.162500000000000,32.585799999999900,57.752099999999900,0.090100000000000,32.586399999999900,48.412799999999900,0.066000000000000,32.582099999999900,26.204400000000000,0.059000000000000,32.576200000000000,18.880400000000000,0.053400000000000,32.577900000000000,24.279100000000000,0.069200000000000,32.582200000000000,40.330399999999900,0.078000000000000,32.580300000000000,33.127099999999900,0.137200000000000,32.581000000000000,66.350399999999900,0.151000000000000,32.580500000000000,49.274400000000000,0.128800000000000,32.579599999999900,38.432200000000000,0.135800000000000,32.582500000000000,46.919400000000000,0.136700000000000,32.578400000000000,65.668199999999900,0.088100000000000,32.580399999999900,46.690600000000000,0.062800000000000,32.579200000000000,28.425400000000000,0.053200000000000,32.578899999999900,23.662199999999900,0.055400000000000,32.577900000000000,18.084399999999900,0.068900000000000,32.575800000000000,23.441199999999900,0.060100000000000,32.577700000000000,31.188300000000000,0.079900000000000,32.580500000000000,61.203499999999900,0.095200000000000,32.580500000000000,55.502200000000000,0.097100000000000,32.579999999999900,58.631500000000000,0.120600000000000,32.581200000000000,51.849100000000000,0.167500000000000,32.582799999999900,47.334600000000000,0.138700000000000,32.580100000000000,57.346200000000000,0.087000000000000,32.578800000000000,46.154899999999900,0.065400000000000,32.578600000000000,30.733699999999900,0.049900000000000,32.578800000000000,22.577999999999900,0.052000000000000,32.578800000000000,15.747500000000000,0.056600000000000,32.576200000000000,24.141200000000000
3319,0.098400000000000,32.585299999999900,35.361400000000000,0.088400000000000,32.585000000000000,32.765500000000000,0.078200000000000,32.586500000000000,34.463299999999900,0.087500000000000,32.586599999999900,43.257199999999900,0.135800000000000,32.582400000000000,,0.157900000000000,32.585999999999900,54.427399999999900,0.178300000000000,32.587600000000000,,0.191300000000000,32.586399999999900,,0.152700000000000,32.587699999999900,64.636499999999900,0.181800000000000,32.587299999999900,65.836200000000000,0.164000000000000,32.585700000000000,68.502300000000000,0.123900000000000,32.586399999999900,62.071500000000000,0.099800000000000,32.582099999999900,36.172199999999900,0.106500000000000,32.576200000000000,26.604500000000000,0.090900000000000,32.577900000000000,36.262000000000000,0.107600000000000,32.582200000000000,52.223599999999900,0.103300000000000,32.580300000000000,39.187300000000000,0.152200000000000,32.581000000000000,74.406199999999900,0.185800000000000,32.580500000000000,65.850399999999900,0.156800000000000,32.579599999999900,50.097299999999900,0.172300000000000,32.582500000000000,48.346899999999900,0.183700000000000,32.578400000000000,74.949799999999900,0.121400000000000,32.580399999999900,61.755099999999900,0.115000000000000,32.579200000000000,43.187199999999900,0.093000000000000,32.578899999999900,32.968100000000000,0.082000000000000,32.577900000000000,23.556000000000000,0.105700000000000,32.575800000000000,27.907299999999900,0.100100000000000,32.577700000000000,39.960500000000000,0.130000000000000,32.580500000000000,70.464200000000000,0.132800000000000,32.580500000000000,72.364900000000000,0.121700000000000,32.579999999999900,64.386499999999900,0.150900000000000,32.581200000000000,63.841200000000000,0.201700000000000,32.582799999999900,42.669199999999900,0.160700000000000,32.580100000000000,66.167699999999900,0.111100000000000,32.578800000000000,61.163800000000000,0.104100000000000,32.578600000000000,46.954599999999900,0.082200000000000,32.578800000000000,31.465100000000000,0.083800000000000,32.578800000000000,21.654599999999900,0.083800000000000,32.576200000000000,29.486300000000000
5400,0.081100000000000,32.585299999999900,29.824300000000000,0.069000000000000,32.585000000000000,30.189800000000000,0.082900000000000,32.586500000000000,32.509700000000000,0.077900000000000,32.586599999999900,35.832299999999900,0.122500000000000,32.582400000000000,,0.136600000000000,32.585999999999900,48.561500000000000,0.168800000000000,32.587600000000000,,0.173100000000000,32.586399999999900,,0.167900000000000,32.587699999999900,60.283799999999900,0.165500000000000,32.587299999999900,66.296400000000000,0.134300000000000,32.585799999999900,63.133200000000000,0.117500000000000,32.586399999999900,53.716200000000000,0.077700000000000,32.582099999999900,30.111400000000000,0.071700000000000,32.576200000000000,22.167000000000000,0.075000000000000,32.577900000000000,28.379000000000000,0.085300000000000,32.582200000000000,46.459099999999900,0.084500000000000,32.580300000000000,40.665799999999900,0.151100000000000,32.581000000000000,70.336100000000000,0.175700000000000,32.580500000000000,64.326599999999900,0.142900000000000,32.579599999999900,39.137599999999900,0.141300000000000,32.582500000000000,,0.161300000000000,32.578400000000000,73.930899999999900,0.112500000000000,32.580399999999900,57.057000000000000,0.097900000000000,32.579200000000000,37.000700000000000,0.074600000000000,32.578899999999900,28.198699999999900,0.062500000000000,32.577900000000000,20.946100000000000,0.085300000000000,32.575800000000000,27.268899999999900,0.076400000000000,32.577700000000000,35.725400000000000,0.108700000000000,32.580500000000000,63.553100000000000,0.118600000000000,32.580500000000000,64.307100000000000,0.097700000000000,32.579999999999900,44.020699999999900,0.132300000000000,32.581200000000000,57.662399999999900,0.165300000000000,32.582799999999900,44.259399999999900,0.136800000000000,32.580100000000000,58.757599999999900,0.102400000000000,32.578800000000000,54.425100000000000,0.078900000000000,32.578600000000000,40.770499999999900,0.071400000000000,32.578800000000000,26.167999999999900,0.060400000000000,32.578800000000000,18.046800000000000,0.070400000000000,32.576200000000000,26.140899999999900
4973,0.072400000000000,32.585299999999900,24.721299999999900,0.062500000000000,32.585000000000000,27.853800000000000,0.084200000000000,32.586500000000000,27.576499999999900,0.092800000000000,32.586599999999900,45.158400000000000,0.113500000000000,32.582400000000000,,0.168600000000000,32.585999999999900,70.587299999999900,0.204100000000000,32.587600000000000,,0.203800000000000,32.586399999999900,38.765500000000000,0.204900000000000,32.587699999999900,66.574600000000000,0.200800000000000,32.587299999999900,59.547199999999900,0.183200000000000,32.585799999999900,67.374899999999900,0.139500000000000,32.586399999999900,55.015000000000000,0.086800000000000,32.582099999999900,28.058399999999900,0.083100000000000,32.576200000000000,19.905200000000000,0.077800000000000,32.577900000000000,26.138000000000000,0.091200000000000,32.582200000000000,45.919899999999900,0.103200000000000,32.580300000000000,38.690399999999900,0.174200000000000,32.581000000000000,71.112899999999900,0.176100000000000,32.580500000000000,56.238199999999900,0.164600000000000,32.579599999999900,39.043700000000000,0.194400000000000,32.582500000000000,59.782800000000000,0.175200000000000,32.578400000000000,66.697100000000000,0.119800000000000,32.580399999999900,54.466400000000000,0.097100000000000,32.579200000000000,33.136000000000000,0.075900000000000,32.578899999999900,24.693000000000000,0.063600000000000,32.577900000000000,15.561500000000000,0.100000000000000,32.575800000000000,21.050000000000000,0.085700000000000,32.577700000000000,32.344499999999900,0.108600000000000,32.580500000000000,56.073700000000000,0.129500000000000,32.580500000000000,60.861600000000000,0.112800000000000,32.579999999999900,,0.155800000000000,32.581200000000000,64.424800000000000,0.184100000000000,32.582799999999900,,0.158700000000000,32.580100000000000,56.929900000000000,0.103900000000000,32.578800000000000,51.765300000000000,0.087900000000000,32.578600000000000,35.943899999999900,0.071800000000000,32.578800000000000,24.173200000000000,0.063700000000000,32.578800000000000,16.002300000000000,0.068100000000000,32.576200000000000,23.934200000000000
3668,0.057800000000000,32.585299999999900,22.694600000000000,0.055900000000000,32.585000000000000,24.805299999999900,0.060800000000000,32.586500000000000,23.104800000000000,0.079200000000000,32.586599999999900,37.795200000000000,0.121300000000000,32.582400000000000,,0.163500000000000,32.585999999999900,63.209499999999900,0.163500000000000,32.587600000000000,,0.173900000000000,32.586399999999900,45.756999999999900,0.168600000000000,32.587699999999900,69.738000000000000,0.173900000000000,32.587299999999900,55.615800000000000,0.161100000000000,32.585700000000000,65.617900000000000,0.102000000000000,32.586399999999900,52.189200000000000,0.069800000000000,32.582099999999900,26.257600000000000,0.065500000000000,32.576200000000000,18.590399999999900,0.071000000000000,32.577900000000000,24.286000000000000,0.084900000000000,32.582200000000000,44.024299999999900,0.096700000000000,32.580300000000000,34.244700000000000,0.150200000000000,32.581000000000000,57.387900000000000,0.152400000000000,32.580500000000000,49.118600000000000,0.136600000000000,32.579599999999900,35.706600000000000,0.159100000000000,32.582500000000000,54.496800000000000,0.162600000000000,32.578400000000000,65.330500000000000,0.116300000000000,32.580399999999900,46.851399999999900,0.071500000000000,32.579200000000000,27.293199999999900,0.067100000000000,32.578899999999900,22.656600000000000,0.057800000000000,32.577900000000000,15.953700000000000,0.082400000000000,32.575800000000000,20.263500000000000,0.077700000000000,32.577700000000000,24.306500000000000,0.098400000000000,32.580500000000000,45.849299999999900,0.121000000000000,32.580500000000000,39.702199999999900,0.089800000000000,32.579999999999900,35.644700000000000,0.148600000000000,32.581200000000000,58.274299999999900,0.200500000000000,32.582799999999900,40.527200000000000,0.143300000000000,32.580100000000000,61.429299999999900,0.110900000000000,32.578800000000000,42.731299999999900,0.074900000000000,32.578600000000000,32.785400000000000,0.071600000000000,32.578800000000000,22.322399999999900,0.065300000000000,32.578800000000000,14.728199999999900,0.052300000000000,32.576200000000000,21.481900000000000
